advertisement,city,community,distance,houseInfo,link,price,time,title
0,,余杭闲林新明半岛,,--89.00㎡东4室2厅2卫,,,,整租·新明半岛 4室2厅 东
0,,余杭闲林雅居乐国际花园,,--128.00㎡西4室2厅2卫,,,,整租·雅居乐国际花园 4室2厅 西
0,,余杭未来科技城富力西溪悦墅,,--141.33㎡南北4室2厅2卫,,,,整租·富力西溪悦墅 4室2厅 复式 南/北
0,,余杭未来科技城锦绣时代中心,,--90.00㎡南北2室2厅1卫,,,,整租·锦绣时代中心 2室2厅 南/北
0,,余杭闲林爵士风情花园,,--121.55㎡南西南3室2厅2卫,,,,整租·爵士风情花园 3室2厅 南/西南
0,,余杭未来科技城西城时代家园,,--136.00㎡南4室2厅2卫,,,,整租·西城时代家园 4室2厅 跃层 南
0,,余杭未来科技城湖山帝景湾南苑,,--89.00㎡南3室1厅1卫,,,,整租·湖山帝景湾南苑 3室1厅 南
0,,余杭未来科技城西溪美岸,,--60.00㎡东1室1厅1卫,,,,整租·西溪美岸 1室1厅 东
0,闲林,余杭闲林竹海水韵,4.235,--234.00㎡南北7室0厅5卫,/zufang/HZ2787498334393745408.html,8000,4天前维护,整租·竹海水韵 7室0厅 跃层 南/北
0,,余杭未来科技城金地西溪风华,,--300.00㎡南4室2厅4卫,,,,整租·金地西溪风华 4室2厅 跃层 南
0,,余杭未来科技城融创金成英特学府,,--89.00㎡东南3室2厅2卫,,,,整租·融创金成英特学府 3室2厅 东南
0,闲林,余杭闲林绿城桃源小镇,5.954,--89.96㎡南北3室1厅1卫,/zufang/HZ2734749949979279360.html,2400,1天前维护,整租·绿城桃源小镇 3室1厅 南/北
0,,余杭未来科技城庭院深深,,--160.00㎡西北3室2厅2卫,,,,整租·庭院深深 3室2厅 西北
0,,余杭未来科技城欣龙华府公寓,,--139.00㎡南北3室2厅2卫,,,,整租·欣龙华府公寓 3室2厅 南/北
0,,余杭未来科技城山西园路,,--60.00㎡南北2室2厅1卫,,,,整租·山西园路 2室2厅 南/北
0,,余杭未来科技城西城时代家园,,--92.37㎡南北3室1厅1卫,,,,整租·西城时代家园 3室1厅 南/北
0,,余杭闲林绿城桃源小镇,,--91.96㎡南3室2厅2卫,,,,整租·绿城桃源小镇 3室2厅 跃层 南
0,,余杭闲林东海·闲湖城,,--280.85㎡南5室2厅4卫,,,,整租·东海·闲湖城 5室2厅 跃层 南
0,,余杭闲林赞成乐山红叶,,--133.74㎡南2室1厅1卫,,,,整租·赞成乐山红叶 2室1厅 南
0,,余杭未来科技城中南未来里,,--52.26㎡东1室1厅1卫,,,,整租·中南未来里 1室1厅 东
0,,余杭闲林海伦堡棠锦,,--89.00㎡南3室2厅1卫,,,,整租·海伦堡棠锦 3室2厅 南
0,,余杭未来科技城理想西溪金座,,--61.20㎡东2室2厅1卫,,,,整租·理想西溪金座 2室2厅 东
0,,余杭未来科技城理想西溪金座,,--54.00㎡北2室2厅1卫,,,,整租·理想西溪金座 2室2厅 北
0,未来科技城,余杭未来科技城理想西溪金座,5.674,--61.20㎡南2室2厅1卫,/zufang/HZ2747048088962342912.html,4200,今天维护,整租·理想西溪金座 2室2厅 南
0,未来科技城,余杭未来科技城豪波西溪润景,5.999,--53.43㎡西2室1厅2卫,/zufang/HZ2739131705754656768.html,4300,今天维护,整租·豪波西溪润景 2室1厅 西
0,,余杭未来科技城西房余杭公馆,,--112.00㎡南北3室2厅2卫,,,,整租·西房余杭公馆 3室2厅 南/北
0,,余杭未来科技城豪波西溪润景,,--90.00㎡北1室1厅1卫,,,,整租·豪波西溪润景 1室1厅 北
0,,余杭闲林中港罗兰小镇,,--30.00㎡北2室1厅2卫,,,,合租·中港罗兰小镇 2居室 北卧
0,,余杭闲林新西湖小镇,,--213.47㎡南5室3厅4卫,,,,整租·新西湖小镇 5室3厅 南
0,,余杭未来科技城保亿丽景山,,--256.00㎡南5室2厅4卫,,,,整租·保亿丽景山 5室2厅 南
0,,余杭未来科技城西溪北苑东区,,--90.00㎡南2室2厅1卫,,,,整租·西溪北苑东区 2室2厅 南
0,,余杭闲林竹海水韵,,--83.00㎡东南南北2室2厅1卫,,,,整租·竹海水韵 2室2厅 东南/南/北
0,未来科技城,余杭未来科技城青枫墅园二期-鹭语阁排屋,1.705,--145.69㎡南北6室4厅4卫,/zufang/HZ2152097163230838784.html,8000,今天维护,整租·青枫墅园二期-鹭语阁排屋 6室4厅 跃层 南/北
0,,余杭未来科技城杉杉恒和依山郡,,--351.00㎡南西南5室3厅5卫,,,,整租·杉杉恒和依山郡 5室3厅 复式 南/西南
0,,余杭闲林新西湖小镇,,--213.00㎡南4室2厅3卫,,,,整租·新西湖小镇 4室2厅 南
0,,余杭未来科技城富力十号院,,--118.00㎡南4室2厅2卫,,,,整租·富力十号院 4室2厅 南
0,,余杭未来科技城佳源未来府,,--80.00㎡南2室1厅1卫,,,,整租·佳源未来府 2室1厅 南
0,,余杭未来科技城中园花苑,,--90.00㎡南2室2厅1卫,,,,整租·中园花苑 2室2厅 南
0,,余杭未来科技城瑞城熙园,,--175.66㎡南4室2厅2卫,,,,整租·瑞城熙园 4室2厅 复式 南
0,,余杭闲林中港罗兰小镇,,--11.10㎡西5室1厅2卫,,,,合租·中港罗兰小镇 5居室 西卧
0,,余杭闲林竹海水韵,,--160.00㎡南北4室2厅2卫,,,,整租·竹海水韵 4室2厅 南/北
0,闲林,余杭闲林十里风荷,5.338,--137.00㎡南5室2厅3卫,/zufang/HZ2762156097715306496.html,6000,今天维护,整租·十里风荷 5室2厅 南
0,,余杭闲林闲林山水紫薇苑,,--88.69㎡南2室2厅2卫,,,,整租·闲林山水紫薇苑 2室2厅 南
0,,余杭闲林南湖大厦,,--46.00㎡南北1室1厅1卫,,,,整租·南湖大厦 1室1厅 南/北
0,,余杭闲林绿城桃源小镇,,--450.00㎡南6室3厅6卫,,,,整租·绿城桃源小镇 6室3厅 南
0,,余杭未来科技城保亿丽景山,,--133.00㎡南4室3厅4卫,,,,整租·保亿丽景山 4室3厅 南
0,,余杭闲林荆山翠谷,,--268.00㎡东南5室3厅3卫,,,,整租·荆山翠谷 5室3厅 东南
0,,余杭闲林润和西溪郡,,--204.58㎡南北5室2厅5卫,,,,整租·润和西溪郡 5室2厅 跃层 南/北
0,,余杭闲林中惠家园,,--74.00㎡南3室2厅2卫,,,,整租·中惠家园 3室2厅 南
0,,余杭未来科技城复地上城,,--89.00㎡南北3室2厅1卫,,,,整租·复地上城 3室2厅 南/北
0,,余杭未来科技城富力十号一期,,--46.00㎡北2室1厅1卫,,,,整租·富力十号一期 2室1厅 北
0,,余杭未来科技城东原印未来,,--94.50㎡南3室1厅2卫,,,,整租·东原印未来 3室1厅 南
0,,余杭未来科技城欧美金融城,,--46.55㎡东南1室1厅1卫,,,,整租·欧美金融城 1室1厅 东南
0,闲林,余杭闲林竹海水韵,4.235,--231.00㎡东南西南5室3厅3卫,/zufang/HZ2818840217942245376.html,4899,今天维护,整租·竹海水韵 5室3厅 东南/西南
0,,余杭未来科技城华夏之心,,--89.00㎡南3室1厅1卫,,,,整租·华夏之心 3室1厅 南
0,,余杭闲林润和西溪郡,,--113.85㎡南4室2厅2卫,,,,整租·润和西溪郡 4室2厅 南
0,,余杭未来科技城安乐路,,--86.00㎡南北2室2厅1卫,,,,整租·安乐路 2室2厅 南/北
0,,余杭未来科技城中南未来里,,--52.26㎡东2室2厅2卫,,,,整租·中南未来里 2室2厅 东
0,,余杭未来科技城青枫墅园,,--87.82㎡南2室1厅1卫,,,,整租·青枫墅园 2室1厅 南
0,闲林,余杭闲林竹海水韵,4.235,--220.00㎡东南5室2厅3卫,/zufang/HZ2736833530939318272.html,9000,今天维护,整租·竹海水韵 5室2厅 东/南
0,未来科技城,余杭未来科技城众安学君里,3.832,--89.52㎡东南南3室2厅1卫,/zufang/HZ2790732888868659200.html,3800,今天维护,整租·众安学君里 3室2厅 东南/南
0,,余杭未来科技城大华海派风范,,--89.00㎡南4室2厅1卫,,,,整租·大华海派风范 4室2厅 南
0,,余杭未来科技城新湖果岭,,--320.00㎡南5室3厅3卫,,,,整租·新湖果岭 5室3厅 南
0,未来科技城,余杭未来科技城万科溪望,3.12,--139.00㎡南6室2厅3卫,/zufang/HZ2745494238832893952.html,25000,今天维护,整租·万科溪望 6室2厅 南
0,闲林,余杭闲林闲林山水紫薇苑,5.25,--89.00㎡南3室1厅1卫,/zufang/HZ2783445526170320896.html,3800,今天维护,整租·闲林山水紫薇苑 3室1厅 南
0,,余杭未来科技城中新大厦,,--55.00㎡南2室1厅1卫,,,,整租·中新大厦 2室1厅 南
0,,余杭未来科技城未来悦,,--92.89㎡南3室2厅2卫,,,,整租·未来悦 3室2厅 南
0,,余杭闲林新明半岛,,--160.00㎡东南4室2厅2卫,,,,整租·新明半岛 4室2厅 东南
0,,余杭未来科技城北大资源未名府,,--46.41㎡南1室1厅1卫,,,,整租·北大资源未名府 1室1厅 LOFT 南
0,,余杭未来科技城中南未来里,,--70.72㎡南3室1厅1卫,,,,整租·中南未来里 3室1厅 南
0,,余杭未来科技城华夏之心,,--62.72㎡西1室1厅1卫,,,,整租·华夏之心 1室1厅 西
0,,余杭闲林荆山翠谷,,--272.00㎡南5室2厅3卫,,,,整租·荆山翠谷 5室2厅 跃层 南
0,,余杭未来科技城东原印未来,,--95.00㎡南3室2厅2卫,,,,整租·东原印未来 3室2厅 南
0,,余杭闲林闲林山水丹枫苑,,--56.00㎡南1室1厅1卫,,,,整租·闲林山水丹枫苑 1室1厅 南
0,,余杭闲林新明半岛,,--89.00㎡南2室2厅1卫,,,,整租·新明半岛 2室2厅 南
0,,余杭闲林融创金成西溪海,,--138.00㎡西4室2厅1卫,,,,整租·融创金成西溪海 4室2厅 西
0,,余杭闲林赞成乐山红叶,,--88.38㎡南北3室2厅1卫,,,,整租·赞成乐山红叶 3室2厅 南/北
0,未来科技城,余杭未来科技城西溪蓝海,2.159,--38.00㎡南北1室1厅1卫,/zufang/HZ2810138204005466112.html,3600,今天维护,整租·西溪蓝海 1室1厅 南/北
0,闲林,余杭闲林新明半岛,5.023,--165.00㎡东南南4室2厅2卫,/zufang/HZ2798745919469142016.html,4550,今天维护,整租·新明半岛 4室2厅 东南/南
0,,余杭未来科技城佳源未来府,,--30.00㎡南3室2厅2卫,,,,合租·佳源未来府 3居室 南卧
0,,余杭未来科技城创客空间大厦,,--42.00㎡北2室1厅1卫,,,,整租·创客空间大厦 2室1厅 LOFT 北
0,,余杭闲林新西湖小镇,,--133.55㎡东南3室2厅2卫,,,,整租·新西湖小镇 3室2厅 东南
0,,余杭未来科技城欧美金融城,,--46.55㎡北1室0厅1卫,,,,整租·欧美金融城 1室0厅 北
0,,余杭未来科技城合景映月台,,--20.00㎡南4室0厅0卫,,,,合租·合景映月台 4居室 南卧
0,,余杭未来科技城瑞城熙园,,--163.23㎡东南5室2厅2卫,,,,整租·瑞城熙园 5室2厅 东南
0,,余杭未来科技城合景天峻,,--20.00㎡南3室1厅2卫,,,,合租·合景天峻 3居室 南卧
0,,余杭未来科技城瑞城熙园,,--161.88㎡东南5室3厅1卫,,,,整租·瑞城熙园 5室3厅 东南
0,,余杭未来科技城金沙公寓,,--90.00㎡南2室2厅1卫,,,,整租·金沙公寓 2室2厅 南
0,,余杭未来科技城欧美金融城,,--25.00㎡西4室1厅3卫,,,,合租·欧美金融城 4居室 西卧
0,,余杭未来科技城锦绣时代中心,,--94.77㎡南西北2室2厅1卫,,,,整租·锦绣时代中心 2室2厅 南/西/北
0,,余杭未来科技城苕溪南湖人家,,--80.19㎡南北2室2厅1卫,,,,整租·苕溪南湖人家 2室2厅 南/北
0,,余杭未来科技城西园凤都苑,,--88.55㎡南2室2厅1卫,,,,整租·西园凤都苑 2室2厅 南
0,,余杭未来科技城青枫墅园三期,,--89.00㎡东南3室2厅1卫,,,,整租·青枫墅园三期 3室2厅 东南
0,闲林,余杭闲林竹海水韵春风里,4.035,--131.00㎡南北3室2厅2卫,/zufang/HZ2746194802474491904.html,3800,今天维护,整租·竹海水韵春风里 3室2厅 南/北
0,,余杭未来科技城欧美金融城,,--38.28㎡西2室1厅1卫,,,,整租·欧美金融城 2室1厅 复式 西
0,,余杭闲林新明半岛,,--173.90㎡东南4室3厅2卫,,,,整租·新明半岛 4室3厅 东南
0,,余杭闲林白云深处,,--303.26㎡南5室2厅3卫,,,,整租·白云深处 5室2厅 南
0,,余杭未来科技城欧美金融城,,--25.00㎡南4室1厅3卫,,,,合租·欧美金融城 4居室 南卧
0,闲林,余杭闲林新明半岛,5.023,--113.00㎡南3室1厅2卫,/zufang/HZ2762924274980495360.html,3800,1天前维护,整租·新明半岛 3室1厅 南
0,,余杭未来科技城合景叠彩园,,--91.94㎡南2室1厅2卫,,,,整租·合景叠彩园 2室1厅 南
0,,余杭未来科技城富力西溪悦居溪区,,--89.00㎡南3室2厅1卫,,,,整租·富力西溪悦居溪区 3室2厅 南
0,,余杭闲林绿城桃花源,,--83.00㎡南北2室2厅1卫,,,,整租·绿城桃花源 2室2厅 南/北
0,,余杭闲林融创金成西溪海,,--89.00㎡东3室2厅1卫,,,,整租·融创金成西溪海 3室2厅 东
0,,余杭闲林荆山翠谷,,--242.18㎡东南4室2厅3卫,,,,整租·荆山翠谷 4室2厅 东南
0,,余杭未来科技城杉杉恒和依山郡,,--57.58㎡东1室1厅1卫,,,,整租·杉杉恒和依山郡 1室1厅 东
0,,余杭未来科技城浙富西溪堂,,--58.00㎡南1室1厅1卫,,,,整租·浙富西溪堂 1室1厅 南
0,,余杭未来科技城中南未来里,,--52.26㎡东南2室2厅2卫,,,,合租·中南未来里 2居室 东/南卧
0,,余杭未来科技城西城时代家园,,--88.00㎡南2室2厅1卫,,,,整租·西城时代家园 2室2厅 南
0,,余杭未来科技城青枫墅园,,--89.00㎡南西南西3室2厅1卫,,,,整租·青枫墅园 3室2厅 南/西南/西
0,,余杭未来科技城海创绿谷,,--40.04㎡东南南1室1厅1卫,,,,整租·海创绿谷 1室1厅 东南/南
0,,余杭未来科技城青枫墅园,,--800.00㎡南7室3厅5卫,,,,整租·青枫墅园 7室3厅 南
0,,余杭未来科技城东原印未来,,--126.01㎡东4室2厅2卫,,,,整租·东原印未来 4室2厅 东
0,,余杭闲林恒厚阳光城,,--132.00㎡南北3室2厅2卫,,,,整租·恒厚阳光城 3室2厅 南/北
0,,余杭未来科技城西溪永乐城,,--51.02㎡北2室1厅1卫,,,,整租·西溪永乐城 2室1厅 复式 北
0,未来科技城,余杭未来科技城鼎创财富中心,2.282,--45.68㎡东1室1厅2卫,/zufang/HZ2819569862538698752.html,4550,今天维护,整租·鼎创财富中心 1室1厅 东
0,,余杭闲林新南湖绿苑,,--76.59㎡南北2室2厅1卫,,,,整租·新南湖绿苑 2室2厅 南/北
0,,余杭闲林德信早安,,--89.00㎡南3室1厅1卫,,,,整租·德信早安 3室1厅 南
0,,余杭未来科技城合景天峻,,--127.94㎡南4室2厅2卫,,,,整租·合景天峻 4室2厅 南
0,,余杭闲林绿城桃源小镇,,--118.00㎡南4室1厅2卫,,,,整租·绿城桃源小镇 4室1厅 南
0,,余杭未来科技城飞鸟客,,--46.35㎡东北1室1厅1卫,,,,整租·飞鸟客 1室1厅 东北
0,,余杭未来科技城大华海派风范,,--89.00㎡南3室2厅2卫,,,,整租·大华海派风范 3室2厅 南
0,,余杭未来科技城北大资源未名府,,--34.67㎡南2室1厅1卫,,,,整租·北大资源未名府 2室1厅 南
0,,余杭闲林新时代城市家园,,--30.00㎡南2室1厅1卫,,,,合租·新时代城市家园 2居室 南卧
0,未来科技城,余杭未来科技城万通时尚公馆,1.739,--109.00㎡南西3室2厅2卫,/zufang/HZ2816490315949539328.html,6500,今天维护,整租·万通时尚公馆 3室2厅 南/西
0,,余杭闲林绿城桃花源,,--47.00㎡南1室1厅1卫,,,,整租·绿城桃花源 1室1厅 南
0,,余杭闲林新时代城市家园,,--30.00㎡东北2室1厅1卫,,,,合租·新时代城市家园 2居室 东/北卧
0,,余杭未来科技城西房余杭公馆,,--89.00㎡南3室1厅2卫,,,,整租·西房余杭公馆 3室1厅 南
0,,余杭未来科技城五迪中心,,--45.00㎡西2室1厅1卫,,,,五迪中心 2室1厅 西
0,,余杭闲林杭州宏丰家居城宏丰公寓,,--39.65㎡南1室1厅1卫,,,,整租·杭州宏丰家居城宏丰公寓 1室1厅 南
0,,余杭闲林东海闲湖城印象加州,,--80.40㎡南2室2厅1卫,,,,整租·东海闲湖城印象加州 2室2厅 南
0,,余杭未来科技城合景瑜翠园,,--89.00㎡南3室2厅2卫,,,,整租·合景瑜翠园 3室2厅 南
0,,余杭未来科技城太炎花苑,,--120.00㎡南4室1厅2卫,,,,整租·太炎花苑 4室1厅 南
0,,余杭未来科技城众安学君里,,--118.00㎡南3室1厅1卫,,,,整租·众安学君里 3室1厅 南
0,,余杭未来科技城同城印象花苑东区,,--99.15㎡南2室1厅1卫,,,,整租·同城印象花苑东区 2室1厅 南
0,,余杭未来科技城苕溪南湖人家,,--90.09㎡南3室2厅1卫,,,,整租·苕溪南湖人家 3室2厅 南
0,,余杭未来科技城奥克斯时代未来之城,,--130.00㎡东南4室2厅2卫,,,,整租·奥克斯时代未来之城 4室2厅 东/南
0,,余杭未来科技城庭院深深,,--95.28㎡南北2室2厅1卫,,,,整租·庭院深深 2室2厅 南/北
0,,余杭未来科技城华夏之心,,--139.00㎡南4室2厅2卫,,,,整租·华夏之心 4室2厅 南
0,,余杭未来科技城西房余杭公馆,,--114.00㎡南4室2厅2卫,,,,整租·西房余杭公馆 4室2厅 南
0,,余杭未来科技城新城峯璟,,--84.00㎡南2室2厅1卫,,,,整租·新城峯璟 2室2厅 南
0,闲林,余杭闲林竹海水韵竹邻间,4.264,--124.61㎡南北3室2厅2卫,/zufang/HZ2761444597644132352.html,4200,2天前维护,整租·竹海水韵竹邻间 3室2厅 南/北
0,,余杭未来科技城新城西溪逸境,,--85.00㎡南3室1厅2卫,,,,整租·新城西溪逸境 3室1厅 南
0,,余杭闲林竹海水韵竹邻间,,--99.00㎡东南3室2厅1卫,,,,整租·竹海水韵竹邻间 3室2厅 东南
0,,余杭闲林融创金成西溪海,,--127.56㎡南西南北4室2厅2卫,,,,整租·融创金成西溪海 4室2厅 南/西南/北
0,,余杭未来科技城万通时尚公馆,,--89.35㎡南北3室2厅1卫,,,,整租·万通时尚公馆 3室2厅 南/北
0,,余杭闲林佳兆业西溪璞园,,--89.50㎡南3室1厅1卫,,,,整租·佳兆业西溪璞园 3室1厅 南
0,,余杭闲林佳兆业西溪璞园,,--89.00㎡南北3室2厅1卫,,,,整租·佳兆业西溪璞园 3室2厅 南/北
0,未来科技城,余杭未来科技城欧美金融城,1.901,--56.25㎡西北2室1厅1卫,/zufang/HZ2799893474424930304.html,4700,今天维护,整租·欧美金融城 2室1厅 西北
0,,余杭闲林金岸提香,,--217.00㎡南北5室2厅4卫,,,,整租·金岸提香 5室2厅 跃层 南/北
0,,余杭未来科技城富力天贸广场,,--52.00㎡南1室1厅1卫,,,,整租·富力天贸广场 1室1厅 南
0,,余杭闲林杭州宏丰家居城宏丰公寓,,--70.00㎡南2室2厅1卫,,,,整租·杭州宏丰家居城宏丰公寓 2室2厅 南
0,,余杭未来科技城庭院深深,,--103.31㎡南北2室1厅1卫,,,,整租·庭院深深 2室1厅 南/北
0,,余杭闲林绿城桃花源,,--407.54㎡南6室2厅4卫,,,,整租·绿城桃花源 6室2厅 南
0,,余杭未来科技城西溪八方城,,--52.00㎡东2室2厅2卫,,,,整租·西溪八方城 2室2厅 东
0,,余杭未来科技城合景映月台,,--188.00㎡南5室2厅4卫,,,,整租·合景映月台 5室2厅 南
0,,余杭闲林雅居乐国际花园,,--82.54㎡南2室1厅1卫,,,,整租·雅居乐国际花园 2室1厅 南
0,,余杭闲林绿城桃源小镇,,--15.00㎡南4室1厅2卫,,,,合租·绿城桃源小镇 4居室 南卧
0,闲林,余杭闲林盛世嘉园,6.039,--67.97㎡南1室1厅2卫,/zufang/HZ2824447130704551936.html,3500,今天维护,整租·盛世嘉园 1室1厅 复式 南
0,,余杭未来科技城庭院深深,,--89.00㎡南北3室2厅1卫,,,,整租·庭院深深 3室2厅 南/北
0,,余杭未来科技城禹航路,,--84.00㎡南北2室1厅1卫,,,,整租·禹航路 2室1厅 南/北
0,,余杭未来科技城赛银国际广场,,--40.00㎡北1室1厅1卫,,,,整租·赛银国际广场 1室1厅 北
0,,余杭未来科技城小城之春花苑,,--88.00㎡南2室2厅1卫,,,,整租·小城之春花苑 2室2厅 南
0,未来科技城,余杭未来科技城奥克斯时代未来之城,1.323,--129.75㎡南北3室2厅2卫,/zufang/HZ2821553308735373312.html,6500,今天维护,整租·奥克斯时代未来之城 3室2厅 南/北
0,,余杭闲林恒厚阳光城,,--89.01㎡南3室1厅1卫,,,,整租·恒厚阳光城 3室1厅 南
0,,余杭未来科技城万科溪望,,--89.00㎡东南3室2厅2卫,,,,整租·万科溪望 3室2厅 东南
0,闲林,余杭闲林闲林山水紫薇苑,5.25,--202.00㎡东南北5室2厅2卫,/zufang/HZ2628256110884700160.html,6000,今天维护,整租·闲林山水紫薇苑 5室2厅 跃层 东/南/北
0,,余杭未来科技城欧美金融城,,--126.40㎡东南南4室2厅2卫,,,,整租·欧美金融城 4室2厅 东南/南
0,,余杭闲林新时代城市家园,,--92.00㎡南3室2厅1卫,,,,整租·新时代城市家园 3室2厅 南
0,,余杭闲林绿城桃花源,,--264.90㎡南4室2厅2卫,,,,整租·绿城桃花源 4室2厅 南
0,未来科技城,余杭未来科技城西溪美岸,3.227,--40.00㎡南1室1厅1卫,/zufang/HZ2691128015425388544.html,2900,今天维护,整租·西溪美岸 1室1厅 南
0,,余杭闲林棠梨家园,,--105.00㎡南2室2厅1卫,,,,整租·棠梨家园 2室2厅 南
0,,余杭未来科技城瑞城温莎郡,,--90.00㎡南3室1厅1卫,,,,合租·瑞城温莎郡 3居室 南卧
0,,余杭未来科技城西溪八方城,,--53.60㎡西2室2厅2卫,,,,整租·西溪八方城 2室2厅 西
0,,余杭闲林岸上蓝山,,--87.00㎡南2室2厅1卫,,,,整租·岸上蓝山 2室2厅 南
0,,余杭闲林雅居乐国际花园,,--128.00㎡南4室1厅2卫,,,,整租·雅居乐国际花园 4室1厅 南
0,,余杭未来科技城福田花园,,--142.00㎡南4室2厅2卫,,,,整租·福田花园 4室2厅 南
0,,余杭未来科技城合景叠彩园,,--91.95㎡南北2室2厅2卫,,,,整租·合景叠彩园 2室2厅 南/北
0,,余杭未来科技城西城时代家园,,--165.30㎡南4室2厅2卫,,,,整租·西城时代家园 4室2厅 南
0,,余杭未来科技城湖山帝景湾,,--85.00㎡南北3室1厅1卫,,,,整租·湖山帝景湾 3室1厅 南/北
0,,余杭未来科技城庭院深深,,--102.00㎡东南南3室2厅1卫,,,,整租·庭院深深 3室2厅 东南/南
0,,余杭未来科技城北大资源未名府,,--42.52㎡北1室0厅1卫,,,,整租·北大资源未名府 1室0厅 北
0,,余杭未来科技城盛奥西溪铭座,,--276.00㎡南5室2厅3卫,,,,整租·盛奥西溪铭座 5室2厅 南
0,闲林,余杭闲林闲林山水木兰苑,5.452,--126.00㎡南西北3室2厅2卫,/zufang/HZ2789088257181220864.html,4300,今天维护,整租·闲林山水木兰苑 3室2厅 错层 南/西北
0,,余杭未来科技城北大资源未名府,,--36.02㎡南2室2厅1卫,,,,整租·北大资源未名府 2室2厅 南
0,,余杭未来科技城西溪永乐城,,--89.00㎡南北3室2厅1卫,,,,整租·西溪永乐城 3室2厅 南/北
0,,余杭未来科技城西城时代家园,,--132.00㎡南3室2厅2卫,,,,整租·西城时代家园 3室2厅 南
0,,余杭未来科技城华夏之心,,--61.87㎡北1室1厅1卫,,,,整租·华夏之心 1室1厅 北
0,闲林,余杭闲林新明半岛,5.023,--145.00㎡南北3室2厅1卫,/zufang/HZ2734835707658117120.html,4000,今天维护,整租·新明半岛 3室2厅 南/北
0,,余杭未来科技城西溪蓝海,,--118.18㎡南4室2厅2卫,,,,整租·西溪蓝海 4室2厅 南
0,,余杭未来科技城融创金成英特学府,,--117.00㎡西3室2厅2卫,,,,整租·融创金成英特学府 3室2厅 西
0,未来科技城,余杭未来科技城新城西溪逸境,3.667,--127.00㎡南北4室2厅2卫,/zufang/HZ2745016643922173952.html,11000,今天维护,整租·新城西溪逸境 4室2厅 南/北
0,,余杭未来科技城中新大厦,,--50.23㎡南2室2厅1卫,,,,整租·中新大厦 2室2厅 南
0,,余杭未来科技城青枫墅园,,--135.04㎡南4室2厅2卫,,,,整租·青枫墅园 4室2厅 南
0,,余杭闲林闲林山水紫薇苑,,--89.00㎡东南3室2厅2卫,,,,整租·闲林山水紫薇苑 3室2厅 东南
0,,余杭闲林闲林山水海棠苑,,--12.00㎡北2室1厅1卫,,,,合租·闲林山水海棠苑 2居室 北卧
0,闲林,余杭闲林闲林山水木兰苑,5.452,--99.40㎡南2室2厅1卫,/zufang/HZ2823085081801785344.html,3200,今天维护,整租·闲林山水木兰苑 2室2厅 南
0,,余杭未来科技城众安学君里,,--129.00㎡西3室2厅3卫,,,,整租·众安学君里 3室2厅 西
0,,余杭闲林雅居乐国际花园,,--9.00㎡东3室1厅2卫,,,,合租·雅居乐国际花园 3居室 东卧
0,,余杭闲林恒厚阳光城,,--88.00㎡南2室2厅1卫,,,,整租·恒厚阳光城 2室2厅 南
0,,余杭闲林闲林山水紫薇苑,,--137.92㎡南北3室2厅2卫,,,,整租·闲林山水紫薇苑 3室2厅 南/北
0,闲林,余杭闲林新明半岛,5.023,--90.77㎡西南3室1厅1卫,/zufang/HZ2786803879604658176.html,3200,今天维护,整租·新明半岛 3室1厅 西南
0,闲林,余杭闲林中港罗兰小镇,7.502,--20.00㎡东南南3室2厅2卫,/zufang/HZ2791937238005719040.html,1200,今天维护,合租·中港罗兰小镇 3居室 东南/南卧
0,,余杭闲林天富花苑,,--87.00㎡南北2室2厅1卫,,,,整租·天富花苑 2室2厅 南/北
0,,余杭闲林东海·闲湖城,,--17.00㎡北1室0厅0卫,,,,合租·东海·闲湖城 1居室 北卧
0,,余杭闲林绿城桃源小镇,,--136.64㎡东3室2厅2卫,,,,整租·绿城桃源小镇 3室2厅 东
0,,余杭闲林金岸提香,,--131.00㎡南4室2厅2卫,,,,整租·金岸提香 4室2厅 南
0,,余杭闲林白云深处,,--237.93㎡南北5室2厅3卫,,,,整租·白云深处 5室2厅 南/北
0,,余杭闲林绿城桃源小镇,,--127.00㎡南4室2厅2卫,,,,整租·绿城桃源小镇 4室2厅 跃层 南
0,,余杭未来科技城湖山帝景湾南苑,,--89.00㎡南北2室1厅1卫,,,,整租·湖山帝景湾南苑 2室1厅 南/北
0,,余杭未来科技城奥克斯时代未来之城,,--130.00㎡南4室1厅2卫,,,,整租·奥克斯时代未来之城 4室1厅 南
0,,余杭未来科技城西溪八方城,,--52.00㎡西南2室2厅2卫,,,,整租·西溪八方城 2室2厅 西南
0,,余杭闲林棠梨家园,,--126.00㎡南4室2厅2卫,,,,整租·棠梨家园 4室2厅 南
0,,余杭未来科技城禹丰嘉苑,,--117.54㎡南3室2厅1卫,,,,整租·禹丰嘉苑 3室2厅 南
0,,余杭闲林中港罗兰小镇,,--114.00㎡北2室1厅1卫,,,,整租·中港罗兰小镇 2室1厅 北
0,,余杭未来科技城同城印象花苑东区,,--134.00㎡南北3室2厅1卫,,,,整租·同城印象花苑东区 3室2厅 南/北
0,闲林,余杭闲林闲林山水丹枫苑,5.481,--200.00㎡南北3室2厅2卫,/zufang/HZ2812137187372974080.html,5000,今天维护,整租·闲林山水丹枫苑 3室2厅 南/北
0,,余杭未来科技城大华海派风范,,--180.00㎡南5室2厅2卫,,,,整租·大华海派风范 5室2厅 南
