advertisement,city,community,distance,houseInfo,link,position,price,time,title,url
0,未来科技城,余杭未来科技城禹航路,0.625,--98.00㎡南3室2厅1卫,/zufang/HZ2824672937041739776.html,"(30.280392902141845, 119.98588335603908)",3600,,整租·禹航路3室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林雅居乐国际花园,4.941,--117.52㎡南3室2厅2卫,/zufang/HZ2805568914279907328.html,"(30.237128702458453, 119.98677582256325)",4300,,整租·雅居乐国际花园3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg9/
0,未来科技城,余杭未来科技城中南未来里,5.628,--30.00㎡北2室2厅2卫,/zufang/HZ2824785401531867136.html,"(30.293021116548257, 120.0493327403115)",4500,,合租·中南未来里2居室北卧,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林融创金成江南府,3.993,--136.00㎡南4室2厅2卫,/zufang/HZ2805752816499695616.html,"(30.24924504928577, 119.97358797903236)",5000,,整租·融创金成江南府4室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg9/
0,未来科技城,余杭未来科技城融创金成英特学府,4.582,--116.56㎡南4室2厅2卫,/zufang/HZ2804407367956447232.html,"(30.251302042032467, 119.959603967328)",2500,,整租·融创金成英特学府4室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林绿城桃源小镇,5.954,--90.06㎡南2室2厅1卫,/zufang/HZ2805788227137437696.html,"(30.230505491386737, 119.97271015488802)",2000,,整租·绿城桃源小镇2室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg9/
0,未来科技城,余杭未来科技城融创金成英特学府,4.582,--89.67㎡南3室2厅2卫,/zufang/HZ2804903805660176384.html,"(30.251302042032467, 119.959603967328)",2000,,整租·融创金成英特学府3室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林雅居乐国际花园,4.941,--117.52㎡南3室2厅2卫,/zufang/HZ2805591085622239232.html,"(30.237128702458453, 119.98677582256325)",4300,,整租·雅居乐国际花园3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg9/
0,未来科技城,余杭未来科技城蓝城鼎胜蔚蓝中心,2.28,--43.37㎡东1室1厅2卫,/zufang/HZ2821645936483377152.html,"(30.289549856367547, 120.0140459524213)",4800,,整租·蓝城鼎胜蔚蓝中心1室1厅东,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林融创金成江南府,3.993,--147.80㎡南4室2厅4卫,/zufang/HZ2805794175835455488.html,"(30.24924504928577, 119.97358797903236)",8000,,整租·融创金成江南府4室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg9/
0,未来科技城,余杭未来科技城华夏之心,1.924,--99.00㎡南3室2厅2卫,/zufang/HZ2821537299949961216.html,"(30.289763003395066, 120.00979103854273)",9800,,整租·华夏之心3室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林竹海水韵,4.235,--120.00㎡南3室2厅2卫,/zufang/HZ2805134293427560448.html,"(30.24352799701941, 119.98671186321094)",4000,,整租·竹海水韵3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg9/
0,未来科技城,余杭未来科技城奥克斯时代未来之城,1.323,--129.75㎡南北3室2厅2卫,/zufang/HZ2821553308735373312.html,"(30.28766706329417, 120.00395600527213)",6500,,整租·奥克斯时代未来之城3室2厅南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林竹海水韵,4.235,--89.00㎡南3室2厅1卫,/zufang/HZ2805104984595898368.html,"(30.24352799701941, 119.98671186321094)",3500,,整租·竹海水韵3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg9/
0,未来科技城,余杭未来科技城创客空间大厦,2.312,--43.00㎡南2室1厅1卫,/zufang/HZ2825177873521328128.html,"(30.294322241929063, 120.01108325101883)",4000,,整租·创客空间大厦2室1厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林岸上蓝山,5.208,--140.55㎡南北4室2厅2卫,/zufang/HZ2823262083754229760.html,"(30.239150070431783, 120.01593203467006)",4200,,整租·岸上蓝山4室2厅南/北,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城中南未来里,5.628,--30.00㎡北2室2厅2卫,/zufang/HZ2824789478084976640.html,"(30.293021116548257, 120.0493327403115)",3800,,合租·中南未来里2居室北卧,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林新西湖小镇,7.364,--123.12㎡南4室2厅2卫,/zufang/HZ2823209869526974464.html,"(30.245083978886594, 119.92811341852295)",3000,,整租·新西湖小镇4室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城万科星空,4.184,--89.00㎡东南3室2厅2卫,/zufang/HZ2821711423661678592.html,"(30.296109643262117, 120.03236563566959)",7500,,整租·万科星空3室2厅东南,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林岸上蓝山,5.208,--201.90㎡南6室2厅3卫,/zufang/HZ2800717019975262208.html,"(30.239150070431783, 120.01593203467006)",3000,,整租·岸上蓝山6室2厅跃层南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城佳源未来府,4.654,--89.00㎡南4室2厅2卫,/zufang/HZ2825194908644810752.html,"(30.27722793129022, 119.94407504980755)",4500,,整租·佳源未来府4室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林竹海水韵,4.235,--87.00㎡南3室1厅1卫,/zufang/HZ2801241938571821056.html,"(30.24352799701941, 119.98671186321094)",3000,,整租·竹海水韵3室1厅南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城山西园,3.227,--78.00㎡东南南西南3室1厅1卫,/zufang/HZ2825293336595152896.html,"(30.286964066558873, 120.0252717170573)",3000,,整租·山西园3室1厅东南/南/西南,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林绿城桃源小镇,5.954,--86.00㎡南2室1厅1卫,/zufang/HZ2823795981223460864.html,"(30.230505491386737, 119.97271015488802)",2500,,整租·绿城桃源小镇2室1厅南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城西溪蓝海,2.159,--37.64㎡南1室1厅1卫,/zufang/HZ2805742585685999616.html,"(30.279410565232137, 120.01468392899449)",3400,,整租·西溪蓝海1室1厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林绿城桃花源,5.067,--120.00㎡南2室2厅1卫,/zufang/HZ2823737358552137728.html,"(30.25168092827007, 119.95221522484732)",6000,,整租·绿城桃花源2室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城中南未来里,5.628,--52.26㎡西2室2厅2卫,/zufang/HZ2806317258098343936.html,"(30.293021116548257, 120.0493327403115)",4100,,合租·中南未来里2居室西卧,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林东海·闲湖城,5.161,--258.33㎡南5室2厅3卫,/zufang/HZ2801427325919428608.html,"(30.235297001353228, 119.99933584037322)",8000,,整租·东海·闲湖城5室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城金沙公寓,3.708,--125.00㎡南北2室1厅2卫,/zufang/HZ2825261671395115008.html,"(30.262129277178328, 119.96072613057105)",3500,,整租·金沙公寓2室1厅南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林佳兆业西溪璞园,6.449,--89.00㎡南3室2厅2卫,/zufang/HZ2820117348227489792.html,"(30.24151740602395, 120.04115178220157)",3800,,整租·佳兆业西溪璞园3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城新桥路29号,3.227,--71.00㎡南2室1厅1卫,/zufang/HZ2825417487313805312.html,"(30.286964066558873, 120.0252717170573)",2100,,整租·新桥路29号2室1厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林岸上蓝山,5.208,--136.57㎡南4室2厅2卫,/zufang/HZ2823872628396670976.html,"(30.239150070431783, 120.01593203467006)",3700,,整租·岸上蓝山4室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城庭院深深,4.095,--90.00㎡南2室2厅1卫,/zufang/HZ2806632942985035776.html,"(30.25131966830845, 119.96755630668562)",3300,,整租·庭院深深2室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林融创金成西溪海,3.296,--130.00㎡南4室2厅2卫,/zufang/HZ2823950441803685888.html,"(30.2516668117035, 119.99236480995467)",6500,,整租·融创金成西溪海4室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城奥克斯时代未来之城,1.323,--130.11㎡南4室2厅2卫,/zufang/HZ2806665261145391104.html,"(30.28766706329417, 120.00395600527213)",7200,,整租·奥克斯时代未来之城4室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林新西湖小镇,7.364,--88.84㎡南北2室1厅1卫,/zufang/HZ2801684258035605504.html,"(30.245083978886594, 119.92811341852295)",2500,,整租·新西湖小镇2室1厅南/北,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城鼎创财富中心,2.282,--56.12㎡南2室1厅2卫,/zufang/HZ2821776417044570112.html,"(30.288253110914155, 120.01466578322318)",5000,,整租·鼎创财富中心2室1厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林岸上蓝山,5.208,--123.22㎡南3室2厅2卫,/zufang/HZ2819661974605144064.html,"(30.239150070431783, 120.01593203467006)",4500,,整租·岸上蓝山3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城圆乡名筑,3.227,--87.22㎡南2室2厅1卫,/zufang/HZ2821786964703838208.html,"(30.286964066558873, 120.0252717170573)",2800,,整租·圆乡名筑2室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林华元玉榕庄,3.085,--284.03㎡南北5室3厅1卫,/zufang/HZ2820097946694197248.html,"(30.254150827925105, 119.98574331021008)",5000,,整租·华元玉榕庄5室3厅南/北,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城湖山帝景湾,5.41,--117.82㎡南3室1厅1卫,/zufang/HZ2821768860930686976.html,"(30.257665076056433, 119.9430760442499)",4500,,整租·湖山帝景湾3室1厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林佳兆业西溪璞园,6.449,--88.59㎡南北3室1厅1卫,/zufang/HZ2820165595272847360.html,"(30.24151740602395, 120.04115178220157)",4000,,整租·佳兆业西溪璞园3室1厅南/北,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城中南未来里,5.628,--52.26㎡东2室2厅2卫,/zufang/HZ2821778647734820864.html,"(30.293021116548257, 120.0493327403115)",7500,,整租·中南未来里2室2厅东,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林雅居乐国际花园,4.941,--137.74㎡南4室2厅2卫,/zufang/HZ2820325175059824640.html,"(30.237128702458453, 119.98677582256325)",2700,,整租·雅居乐国际花园4室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城华夏之心,1.924,--139.00㎡南4室2厅2卫,/zufang/HZ2825393435346223104.html,"(30.289763003395066, 120.00979103854273)",12800,,整租·华夏之心4室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林杭州宏丰家居城宏丰公寓,6.034,--40.05㎡南1室1厅1卫,/zufang/HZ2820292925517201408.html,"(30.24415206191221, 120.03809601634828)",1900,,整租·杭州宏丰家居城宏丰公寓1室1厅南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城欧美金融城,1.901,--38.28㎡西北2室2厅1卫,/zufang/HZ2825873191480860672.html,"(30.287634006890965, 120.01069697964955)",5500,,整租·欧美金融城2室2厅西北,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林南湖大厦,5.986,--46.02㎡南1室0厅1卫,/zufang/HZ2802841488521183232.html,"(30.249113941236114, 119.94235039305894)",1700,,整租·南湖大厦1室0厅南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城仓溢绿苑,1.065,--162.13㎡南4室2厅2卫,/zufang/HZ2807889740391784448.html,"(30.28951477360055, 119.99802512280361)",10000,,整租·仓溢绿苑4室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林新西湖小镇,7.364,--22.00㎡西5室1厅4卫,/zufang/HZ2802728039979687936.html,"(30.245083978886594, 119.92811341852295)",1300,,合租·新西湖小镇5居室西卧,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城中新大厦,2.345,--45.00㎡北1室1厅1卫,/zufang/HZ2807322594373025792.html,"(30.281791344789273, 120.01672227402717)",3500,,整租·中新大厦1室1厅北,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林中港罗兰小镇,7.502,--114.00㎡南4室2厅2卫,/zufang/HZ2820321219126239232.html,"(30.242243741397246, 119.92861844588066)",4800,,整租·中港罗兰小镇4室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城五迪中心,2.621,--41.61㎡西2室1厅1卫,/zufang/HZ2807900874339524608.html,"(30.291516498054158, 120.01690930123435)",5150,,整租·五迪中心2室1厅西,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林绿城桃源小镇,5.954,--95.00㎡南3室2厅1卫,/zufang/HZ2803622867558998016.html,"(30.230505491386737, 119.97271015488802)",1800,,整租·绿城桃源小镇3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城鼎创财富中心,2.282,--53.00㎡南2室1厅1卫,/zufang/HZ2822404248761794560.html,"(30.288253110914155, 120.01466578322318)",5480,,整租·鼎创财富中心2室1厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg10/
0,闲林,余杭闲林绿城桃源小镇,5.954,--80.00㎡南2室1厅1卫,/zufang/HZ2802965186959646720.html,"(30.230505491386737, 119.97271015488802)",2500,,整租·绿城桃源小镇2室1厅南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城万科溪望,3.12,--139.01㎡南4室2厅2卫,/zufang/HZ2825166929969553408.html,"(30.27801123063249, 120.02457553028705)",28000,,整租·万科溪望4室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林绿城桃源小镇,5.954,--86.31㎡南3室2厅1卫,/zufang/HZ2803464399707447296.html,"(30.230505491386737, 119.97271015488802)",2000,,整租·绿城桃源小镇3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城碧景园,3.227,--134.00㎡南3室1厅2卫,/zufang/HZ2825158801224122368.html,"(30.286964066558873, 120.0252717170573)",3800,,整租·碧景园3室1厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林绿城桃源小镇品霞苑,6.25,--125.00㎡南4室2厅2卫,/zufang/HZ2803011824155901952.html,"(30.22976806904107, 119.96634727729973)",2200,,整租·绿城桃源小镇品霞苑4室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城欧美金融城,1.901,--98.47㎡南北3室2厅2卫,/zufang/HZ2815107584892346368.html,"(30.287634006890965, 120.01069697964955)",7500,,整租·欧美金融城3室2厅南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林新西湖小镇,7.364,--72.42㎡南北2室1厅1卫,/zufang/HZ2803686190879358976.html,"(30.245083978886594, 119.92811341852295)",2000,,整租·新西湖小镇2室1厅南/北,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城西溪美岸,3.227,--60.00㎡东1室1厅1卫,/zufang/HZ2815097482382950400.html,"(30.286964066558873, 120.0252717170573)",4080,,整租·西溪美岸1室1厅东,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林佳兆业西溪璞园,6.449,--191.19㎡南5室3厅5卫,/zufang/HZ2805728631480401920.html,"(30.24151740602395, 120.04115178220157)",18000,,整租·佳兆业西溪璞园5室3厅跃层南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城奥克斯时代未来之城,1.323,--97.00㎡南3室2厅2卫,/zufang/HZ2815085268904976384.html,"(30.28766706329417, 120.00395600527213)",5300,,整租·奥克斯时代未来之城3室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林岸上蓝山,5.208,--91.00㎡南北2室2厅2卫,/zufang/HZ2806349425876934656.html,"(30.239150070431783, 120.01593203467006)",3000,,整租·岸上蓝山2室2厅南/北,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城五迪中心,2.621,--37.50㎡北2室1厅1卫,/zufang/HZ2815053637980790784.html,"(30.291516498054158, 120.01690930123435)",4300,,整租·五迪中心2室1厅北,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林融创金成西溪海,3.296,--131.00㎡西3室2厅2卫,/zufang/HZ2809507807798231040.html,"(30.2516668117035, 119.99236480995467)",4500,,整租·融创金成西溪海3室2厅西,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城湖山帝景湾南苑,5.58,--89.00㎡南北2室1厅1卫,/zufang/HZ2824752699281776640.html,"(30.25502992829275, 119.94281176276887)",2500,,整租·湖山帝景湾南苑2室1厅南/北,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林绿城桃花源,5.067,--357.69㎡南5室2厅4卫,/zufang/HZ2809290919860240384.html,"(30.25168092827007, 119.95221522484732)",25000,,整租·绿城桃花源5室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城赛银国际广场,3.354,--40.00㎡北1室1厅1卫,/zufang/HZ2825304666895040512.html,"(30.280829839663028, 120.02723451459659)",3800,,整租·赛银国际广场1室1厅北,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林岸上蓝山,5.208,--120.64㎡南3室2厅2卫,/zufang/HZ2826020699934556160.html,"(30.239150070431783, 120.01593203467006)",3100,,整租·岸上蓝山3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城湖山帝景湾,5.41,--89.00㎡南3室2厅1卫,/zufang/HZ2825329701823201280.html,"(30.257665076056433, 119.9430760442499)",2000,,整租·湖山帝景湾3室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林新西湖小镇,7.364,--75.00㎡南2室2厅1卫,/zufang/HZ2826190187330011136.html,"(30.245083978886594, 119.92811341852295)",2800,,整租·新西湖小镇2室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城西溪八方城,6.006,--54.33㎡南2室1厅1卫,/zufang/HZ2825274717458399232.html,"(30.29567441157366, 120.05260140457065)",5000,,整租·西溪八方城2室1厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林绿城桃源小镇,5.954,--264.00㎡南北5室2厅3卫,/zufang/HZ2707937178876919808.html,"(30.230505491386737, 119.97271015488802)",5500,,整租·绿城桃源小镇5室2厅跃层南/北,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,未来科技城,余杭未来科技城欧美金融城,1.901,--89.00㎡南3室1厅1卫,/zufang/HZ2815232600468094976.html,"(30.287634006890965, 120.01069697964955)",7250,,整租·欧美金融城3室1厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林佳兆业西溪璞园,6.449,--89.04㎡南4室1厅1卫,/zufang/HZ2724671568969211904.html,"(30.24151740602395, 120.04115178220157)",4000,,整租·佳兆业西溪璞园4室1厅南,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,未来科技城,余杭未来科技城湖山帝景湾,5.41,--89.00㎡南2室2厅1卫,/zufang/HZ2815760584749096960.html,"(30.257665076056433, 119.9430760442499)",3500,,整租·湖山帝景湾2室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林新西湖小镇,7.364,--77.47㎡南2室1厅1卫,/zufang/HZ2725897547360518144.html,"(30.245083978886594, 119.92811341852295)",2600,,整租·新西湖小镇2室1厅南,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,未来科技城,余杭未来科技城万科星空,4.184,--111.86㎡南3室2厅2卫,/zufang/HZ2815779131709726720.html,"(30.296109643262117, 120.03236563566959)",8500,,整租·万科星空3室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林东海·闲湖城,5.161,--286.00㎡南5室2厅4卫,/zufang/HZ2743257505504436224.html,"(30.235297001353228, 119.99933584037322)",25000,,整租·东海·闲湖城5室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,未来科技城,余杭未来科技城碧景园,3.227,--146.00㎡南3室2厅2卫,/zufang/HZ2825262021157584896.html,"(30.286964066558873, 120.0252717170573)",6500,,整租·碧景园3室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林江南新港公寓,4.784,--86.09㎡南2室2厅1卫,/zufang/HZ2729093975654285312.html,"(30.238296021454588, 119.99322951883859)",2800,,整租·江南新港公寓2室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,未来科技城,余杭未来科技城众安学君里,3.832,--89.00㎡南3室2厅1卫,/zufang/HZ2825227779212050432.html,"(30.252119086759578, 119.97109302530896)",3500,,整租·众安学君里3室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林竹海水韵春风里,4.035,--131.00㎡南北3室2厅2卫,/zufang/HZ2746194802474491904.html,"(30.245074619202402, 119.98993929524718)",3800,,整租·竹海水韵春风里3室2厅南/北,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,未来科技城,余杭未来科技城北大资源未名府,5.74,--35.00㎡南1室1厅1卫,/zufang/HZ2825309875323027456.html,"(30.300370881721904, 120.0478610463945)",3300,,整租·北大资源未名府1室1厅LOFT南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林绿城桃源小镇,5.954,--127.09㎡南4室2厅2卫,/zufang/HZ2746240977953103872.html,"(30.230505491386737, 119.97271015488802)",3000,,整租·绿城桃源小镇4室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,未来科技城,余杭未来科技城新湖菲林山,3.227,--125.00㎡南5室2厅2卫,/zufang/HZ2825338408795381760.html,"(30.286964066558873, 120.0252717170573)",7500,,整租·新湖菲林山5室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林怡景花城,5.795,--210.00㎡南5室2厅3卫,/zufang/HZ2745599642355113984.html,"(30.239805832058344, 120.02880627974741)",10000,,整租·怡景花城5室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,未来科技城,余杭未来科技城合景映月台,2.743,--118.52㎡南4室2厅2卫,/zufang/HZ2825367068953034752.html,"(30.27820381869327, 120.02064220978107)",8000,,整租·合景映月台4室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林华元玉榕庄,3.085,--283.03㎡南6室2厅5卫,/zufang/HZ2747829852139954176.html,"(30.254150827925105, 119.98574331021008)",6000,,整租·华元玉榕庄6室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,未来科技城,余杭未来科技城金地西溪风华,4.346,--300.00㎡南4室2厅4卫,/zufang/HZ2825385253114216448.html,"(30.280189870547833, 120.03754499574846)",30000,,整租·金地西溪风华4室2厅跃层南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林中惠家园,6.498,--119.99㎡南北3室2厅2卫,/zufang/HZ2727376625204740096.html,"(30.244716298615604, 119.9395555849563)",2300,,整租·中惠家园3室2厅南/北,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,未来科技城,余杭未来科技城奥克斯时代未来之城,1.323,--128.00㎡南3室2厅2卫,/zufang/HZ2815821869880713216.html,"(30.28766706329417, 120.00395600527213)",6000,,整租·奥克斯时代未来之城3室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林绿城桃源小镇品霞苑,6.25,--124.00㎡南4室2厅2卫,/zufang/HZ2750770234859732992.html,"(30.22976806904107, 119.96634727729973)",2300,,整租·绿城桃源小镇品霞苑4室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,未来科技城,余杭未来科技城华夏之心,1.924,--62.42㎡东1室1厅1卫,/zufang/HZ2815950609059430400.html,"(30.289763003395066, 120.00979103854273)",5500,,整租·华夏之心1室1厅东,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林绿城桃源小镇,5.954,--303.71㎡南5室2厅4卫,/zufang/HZ2749072467606634496.html,"(30.230505491386737, 119.97271015488802)",7000,,整租·绿城桃源小镇5室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,未来科技城,余杭未来科技城华夏之心,1.924,--51.72㎡东南1室1厅1卫,/zufang/HZ2816019783072890880.html,"(30.289763003395066, 120.00979103854273)",5500,,整租·华夏之心1室1厅东南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林新西湖小镇,7.364,--69.00㎡南2室1厅1卫,/zufang/HZ2771876539305312256.html,"(30.245083978886594, 119.92811341852295)",2000,,整租·新西湖小镇2室1厅南,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,未来科技城,余杭未来科技城富力西溪悦居,4.157,--139.00㎡南4室2厅2卫,/zufang/HZ2825914444213649408.html,"(30.29102799876692, 120.03410816869784)",9500,,整租·富力西溪悦居4室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林绿城桃源小镇品霞苑,6.25,--87.37㎡南3室2厅1卫,/zufang/HZ2772328832898965504.html,"(30.22976806904107, 119.96634727729973)",2175,,整租·绿城桃源小镇品霞苑3室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,未来科技城,余杭未来科技城西溪泊岸,3.227,--58.00㎡东南2室1厅1卫,/zufang/HZ2825531469353721856.html,"(30.286964066558873, 120.0252717170573)",4500,,整租·西溪泊岸2室1厅东南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
0,闲林,余杭闲林东海·闲湖城,5.161,--200.00㎡南5室2厅4卫,/zufang/HZ2771115359145828352.html,"(30.235297001353228, 119.99933584037322)",15500,,整租·东海·闲湖城5室2厅南,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,未来科技城,余杭未来科技城中南樾府,0.931,--109.17㎡南3室2厅2卫,/zufang/HZ2825547209116745728.html,"(30.274462395908238, 119.99788444816075)",7800,,整租·中南樾府3室2厅南,https://hz.lianjia.com/zufang/weilaikejicheng/pg11/
