advertisement,city,community,distance,houseInfo,link,position,price,time,title,url
0,闲林,余杭闲林东海闲湖城印象加州,,--89.00㎡南北3室2厅2卫,/zufang/HZ2603434858017456128.html,,,,整租·东海闲湖城印象加州 3室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/pg8/
0,闲林,余杭闲林悦青蓝,,--89.00㎡南3室2厅2卫,/zufang/HZ2607780195507380224.html,,,,整租·悦青蓝 3室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg8/
0,闲林,余杭闲林融创金成未来海,3.296,--89.00㎡南北3室1厅2卫,/zufang/HZ2600682947170811904.html,"(30.2516668117035, 119.99236480995467)",2500,4天前维护,整租·融创金成未来海 3室1厅 南/北,https://hz.lianjia.com/zufang/xianlin1/pg8/
0,未来科技城,余杭未来科技城欧美金融城,,--89.00㎡南3室2厅1卫,/zufang/HZ2674022482235113472.html,,,,整租·欧美金融城 3室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg5/
0,闲林,余杭闲林竹海水韵竹邻间,4.264,--124.61㎡南北3室2厅2卫,/zufang/HZ2761444597644132352.html,"(30.243289164976424, 119.98650031226333)",4200,3天前维护,整租·竹海水韵竹邻间 3室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/pg8/
0,未来科技城,余杭未来科技城北大资源未名府,5.74,精选--40.00㎡北2室1厅1卫,/zufang/HZ2731091060913872896.html,"(30.300370881721904, 120.0478610463945)",3900,1天前维护,整租·北大资源未名府 2室1厅 LOFT 北,https://hz.lianjia.com/zufang/weilaikejicheng/pg5/
0,闲林,余杭闲林融创金成未来海,,--139.32㎡南北4室2厅2卫,/zufang/HZ2761550706589564928.html,,,,整租·融创金成未来海 4室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/pg8/
0,未来科技城,余杭未来科技城杉杉恒和依山郡,,--351.00㎡南西南5室3厅5卫,/zufang/HZ2672479556363370496.html,,,,整租·杉杉恒和依山郡 5室3厅 复式 南/西南,https://hz.lianjia.com/zufang/weilaikejicheng/pg5/
1,未来科技城,初九公寓,2.155,30.00㎡1间在租2室1厅1卫,/apartment/37828.html,"(30.281529060358206, 120.01474195953044)",,9天前维护,独栋·初九公寓 初九公寓it公园店 西溪蓝海 双人间 2室1厅,https://hz.lianjia.com/zufang/weilaikejicheng/pg5/
0,未来科技城,余杭未来科技城杭州未来广场银天金城,2.977,精选--50.00㎡南1室1厅1卫,/zufang/HZ2532104550723092480.html,"(30.291117029621297, 120.02115298629404)",3700,16天前维护,整租·杭州未来广场银天金城 1室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg5/
0,闲林,余杭闲林新明半岛,,--339.00㎡南5室1厅4卫,/zufang/HZ2547045349915099136.html,,,,整租·新明半岛 5室1厅 跃层 南,https://hz.lianjia.com/zufang/xianlin1/pg9/
0,闲林,余杭闲林绿城桃源小镇品霞苑,,--87.42㎡南西3室2厅1卫,/zufang/HZ2547811963418198016.html,,,,整租·绿城桃源小镇品霞苑 3室2厅 南/西,https://hz.lianjia.com/zufang/xianlin1/pg9/
0,未来科技城,余杭未来科技城欧美金融城,,--89.00㎡南3室1厅1卫,/zufang/HZ2681094115042525184.html,,,,整租·欧美金融城 3室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg5/
0,未来科技城,余杭未来科技城杉杉恒和依山郡,,--93.45㎡南2室2厅1卫,/zufang/HZ2596235808495648768.html,,,,整租·杉杉恒和依山郡 2室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg5/
0,未来科技城,余杭未来科技城禹航路,,--109.66㎡东南2室2厅1卫,/zufang/HZ2599887985507827712.html,,,,整租·禹航路 2室2厅 东南,https://hz.lianjia.com/zufang/weilaikejicheng/pg5/
0,未来科技城,余杭未来科技城杭州未来广场银天金城,2.977,精选--40.00㎡北1室0厅1卫,/zufang/HZ2672948903753547776.html,"(30.291117029621297, 120.02115298629404)",3300,1天前维护,整租·杭州未来广场银天金城 1室0厅 北,https://hz.lianjia.com/zufang/weilaikejicheng/pg5/
0,闲林,余杭闲林荆山翠谷,,--242.00㎡南5室3厅3卫,/zufang/HZ2771584463929344000.html,,,,整租·荆山翠谷 5室3厅 跃层 南,https://hz.lianjia.com/zufang/xianlin1/pg9/
0,闲林,余杭闲林闲林山水海棠苑,,--145.25㎡南3室2厅2卫,/zufang/HZ2754851834756595712.html,,,,整租·闲林山水海棠苑 3室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg9/
0,闲林,余杭闲林赞成乐山红叶,,--89.00㎡南3室2厅1卫,/zufang/HZ2752827760350339072.html,,,,整租·赞成乐山红叶 3室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg9/
0,闲林,余杭闲林杭州宏丰家居城宏丰公寓,,--39.65㎡南1室1厅1卫,/zufang/HZ2755813973046591488.html,,,,整租·杭州宏丰家居城宏丰公寓 1室1厅 南,https://hz.lianjia.com/zufang/xianlin1/pg9/
0,未来科技城,余杭未来科技城杭州未来广场银天金城,2.977,精选--40.00㎡北1室1厅1卫,/zufang/HZ2577496032103636992.html,"(30.291117029621297, 120.02115298629404)",3300,3天前维护,整租·杭州未来广场银天金城 1室1厅 北,https://hz.lianjia.com/zufang/weilaikejicheng/pg5/
0,闲林,余杭闲林绿城桃源小镇品霞苑,,--124.00㎡东南4室2厅2卫,/zufang/HZ2755210521174081536.html,,,,整租·绿城桃源小镇品霞苑 4室2厅 东/南,https://hz.lianjia.com/zufang/xianlin1/pg9/
0,闲林,余杭闲林东海·闲湖城,,--90.80㎡东南3室2厅2卫,/zufang/HZ2800786166943580160.html,,,,整租·东海·闲湖城 3室2厅 东南,https://hz.lianjia.com/zufang/xianlin1/pg9/
0,闲林,余杭闲林绿城桃源小镇,,--280.00㎡南4室3厅3卫,/zufang/HZ2800696707942727680.html,,,,整租·绿城桃源小镇 4室3厅 南,https://hz.lianjia.com/zufang/xianlin1/pg9/
0,闲林,余杭闲林怡景花城,,--225.00㎡南5室2厅3卫,/zufang/HZ2801245525951913984.html,,,,整租·怡景花城 5室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg9/
0,闲林,余杭闲林融创金成未来海,,--128.00㎡东南4室2厅2卫,/zufang/HZ2714465500175269888.html,,,,整租·融创金成未来海 4室2厅 东南,https://hz.lianjia.com/zufang/xianlin1/pg9/
0,未来科技城,余杭未来科技城五迪中心,2.621,精选--37.50㎡北1室1厅1卫,/zufang/HZ2753687053182181376.html,"(30.291516498054158, 120.01690930123435)",3800,7天前维护,整租·五迪中心 1室1厅 LOFT 北,https://hz.lianjia.com/zufang/weilaikejicheng/pg5/
0,闲林,余杭闲林竹海水韵,4.235,--198.00㎡南北5室2厅3卫,/zufang/HZ2787577723818606592.html,"(30.24352799701941, 119.98671186321094)",6000,7天前维护,整租·竹海水韵 5室2厅 跃层 南/北,https://hz.lianjia.com/zufang/xianlin1/pg9/
0,未来科技城,余杭未来科技城五迪中心,2.621,精选--41.00㎡西2室1厅1卫,/zufang/HZ2756505827082256384.html,"(30.291516498054158, 120.01690930123435)",4000,26天前维护,整租·五迪中心 2室1厅 LOFT 西,https://hz.lianjia.com/zufang/weilaikejicheng/pg5/
0,闲林,余杭闲林雅居乐国际花园,,--30.00㎡南2室1厅1卫,/zufang/HZ2806611696443981824.html,,,,合租·雅居乐国际花园 2居室 南卧,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,未来科技城,余杭未来科技城欧美金融城,1.901,精选--59.70㎡南2室1厅1卫,/zufang/HZ2570291664950132736.html,"(30.287634006890965, 120.01069697964955)",4500,26天前维护,整租·欧美金融城 2室1厅 LOFT 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg5/
0,闲林,余杭闲林中港罗兰小镇,,--30.00㎡北2室1厅2卫,/zufang/HZ2821779620981121024.html,,,,合租·中港罗兰小镇 2居室 北卧,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,闲林,余杭闲林绿城桃源小镇,,--333.50㎡东南西南5室2厅5卫,/zufang/HZ2807812077266141184.html,,,,整租·绿城桃源小镇 5室2厅 东南/西南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,闲林,余杭闲林绿城桃源小镇,,--200.00㎡南5室2厅2卫,/zufang/HZ2807281283221430272.html,,,,整租·绿城桃源小镇 5室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,闲林,余杭闲林融创金成西溪海,,--89.00㎡东3室2厅1卫,/zufang/HZ2822415081256517632.html,,,,整租·融创金成西溪海 3室2厅 东,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,闲林,余杭闲林盛世嘉园,,--86.39㎡南2室2厅1卫,/zufang/HZ2808710385589829632.html,,,,整租·盛世嘉园 2室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg10/
1,未来科技城,梦享屋,1028.411,90.00㎡3间在租3室2厅1卫,/apartment/35736.html,"(23.121849525960794, 113.43014566869068)",,4天前维护,独栋·梦享屋 贝达梦工场店 270度全景落地窗 3室2厅,https://hz.lianjia.com/zufang/weilaikejicheng/pg5/
0,闲林,余杭闲林赞成乐山红叶,,--90.00㎡南西南3室2厅1卫,/zufang/HZ2822529448325693440.html,,,,整租·赞成乐山红叶 3室2厅 南/西南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,闲林,余杭闲林岸上蓝山,,--95.04㎡南2室2厅1卫,/zufang/HZ2822474144891797504.html,,,,整租·岸上蓝山 2室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,闲林,余杭闲林海伦堡棠锦,,--134.00㎡南3室2厅2卫,/zufang/HZ2822442757832835072.html,,,,整租·海伦堡棠锦 3室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,闲林,余杭闲林新明半岛,,--85.42㎡南北2室1厅1卫,/zufang/HZ2822469582756265984.html,,,,整租·新明半岛 2室1厅 南/北,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,闲林,余杭闲林绿城桃源小镇,,--450.00㎡南6室3厅6卫,/zufang/HZ2825891449923436544.html,,,,整租·绿城桃源小镇 6室3厅 南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,闲林,余杭闲林华元玉榕庄,,--296.00㎡南5室3厅5卫,/zufang/HZ2823874750445518848.html,,,,整租·华元玉榕庄 5室3厅 南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,闲林,余杭闲林赞成乐山红叶,,--128.09㎡南4室2厅2卫,/zufang/HZ2823921972227358720.html,,,,整租·赞成乐山红叶 4室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg10/
0,闲林,余杭闲林中港罗兰小镇,,--114.00㎡北2室1厅1卫,/zufang/HZ2812985319589421056.html,,,,整租·中港罗兰小镇 2室1厅 北,https://hz.lianjia.com/zufang/xianlin1/pg10/
1,未来科技城,梦享屋,1028.411,60.00㎡1间在租2室2厅1卫,/apartment/35736.html,"(23.121849525960794, 113.43014566869068)",,4天前维护,独栋·梦享屋 贝达梦工场店 loft两室带门 2室2厅,https://hz.lianjia.com/zufang/weilaikejicheng/pg6/
0,未来科技城,余杭未来科技城欧美金融城,,--25.00㎡西4室1厅3卫,/zufang/HZ2811698796906954752.html,,,,合租·欧美金融城 4居室 西卧,https://hz.lianjia.com/zufang/weilaikejicheng/pg6/
1,未来科技城,梦享屋,1028.411,60.00㎡3间在租2室2厅1卫,/apartment/35736.html,"(23.121849525960794, 113.43014566869068)",,4天前维护,独栋·梦享屋 贝达梦工场店 朝南loft落地窗 2室2厅,https://hz.lianjia.com/zufang/weilaikejicheng/pg6/
0,闲林,余杭闲林融创金成江南府,,--89.90㎡南3室2厅2卫,/zufang/HZ2827542258998312960.html,,,,整租·融创金成江南府 3室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,闲林,余杭闲林新南湖绿苑,,--30.00㎡南1室1厅1卫,/zufang/HZ2814574212533469184.html,,,,合租·新南湖绿苑 1居室 南卧,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,闲林,余杭闲林闲林山水丹枫苑,,--139.00㎡南4室2厅2卫,/zufang/HZ2825189256073584640.html,,,,整租·闲林山水丹枫苑 4室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,闲林,余杭闲林南湖大厦,,--46.02㎡北1室0厅1卫,/zufang/HZ2815177185634295808.html,,,,整租·南湖大厦 1室0厅 北,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,闲林,余杭闲林绿城桃源小镇,,--12.00㎡北3室1厅1卫,/zufang/HZ2825229381235392512.html,,,,合租·绿城桃源小镇 3居室 北卧,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,未来科技城,余杭未来科技城禹航路,,--70.00㎡南2室1厅1卫,/zufang/HZ2818085063487660032.html,,,,整租·禹航路 2室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg6/
0,未来科技城,余杭未来科技城万通时尚公馆,1.739,--45.00㎡东1室1厅1卫,/zufang/HZ2796317670973382656.html,"(30.291646301552994, 120.0058926621211)",3700,3天前维护,整租·万通时尚公馆 1室1厅 东,https://hz.lianjia.com/zufang/weilaikejicheng/pg6/
0,闲林,余杭闲林赞成乐山红叶,,--128.00㎡南北5室2厅2卫,/zufang/HZ2815792109464846336.html,,,,整租·赞成乐山红叶 5室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,闲林,余杭闲林竹海水韵,,--88.92㎡南3室1厅1卫,/zufang/HZ2815376599280009216.html,,,,整租·竹海水韵 3室1厅 南,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,未来科技城,余杭未来科技城湖山帝景湾南苑,,--89.00㎡南2室1厅2卫,/zufang/HZ2812884020822810624.html,,,,整租·湖山帝景湾南苑 2室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg6/
0,未来科技城,余杭未来科技城西溪八方城,,--45.00㎡北2室1厅2卫,/zufang/HZ2812869112085626880.html,,,,整租·西溪八方城 2室1厅 北,https://hz.lianjia.com/zufang/weilaikejicheng/pg6/
0,未来科技城,余杭未来科技城西溪蓝海,,--89.00㎡南3室2厅1卫,/zufang/HZ2796510727152869376.html,,,,整租·西溪蓝海 3室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg6/
0,未来科技城,余杭未来科技城新湖菲林山,,--125.00㎡南3室1厅2卫,/zufang/HZ2817912186675412992.html,,,,整租·新湖菲林山 3室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg6/
0,未来科技城,余杭未来科技城西溪泊岸,,--45.01㎡北1室1厅1卫,/zufang/HZ2817957206966665216.html,,,,整租·西溪泊岸 1室1厅 北,https://hz.lianjia.com/zufang/weilaikejicheng/pg6/
0,未来科技城,余杭未来科技城万通时尚公馆,1.739,--50.00㎡西1室1厅1卫,/zufang/HZ2398401368135041024.html,"(30.291646301552994, 120.0058926621211)",3650,3天前维护,整租·万通时尚公馆 1室1厅 西,https://hz.lianjia.com/zufang/weilaikejicheng/pg6/
0,闲林,余杭闲林新明半岛,,--57.47㎡南2室1厅1卫,/zufang/HZ2815808313252921344.html,,,,整租·新明半岛 2室1厅 南,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,闲林,余杭闲林棠梨家园,,--126.00㎡南4室2厅2卫,/zufang/HZ2825963799461773312.html,,,,整租·棠梨家园 4室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,闲林,余杭闲林竹海水韵,,--87.47㎡东南西3室2厅1卫,/zufang/HZ2816788369223188480.html,,,,整租·竹海水韵 3室2厅 东南/西,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,闲林,余杭闲林竹海水韵,,--220.00㎡南4室2厅3卫,/zufang/HZ2816797871008129024.html,,,,整租·竹海水韵 4室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,未来科技城,余杭未来科技城中南樾府,,--89.00㎡南3室3厅2卫,/zufang/HZ2822532694506733568.html,,,,整租·中南樾府 3室3厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg6/
0,未来科技城,余杭未来科技城西溪蓝海,2.159,--80.00㎡南3室1厅1卫,/zufang/HZ2825321276464709632.html,"(30.279410565232137, 120.01468392899449)",5380,3天前维护,整租·西溪蓝海 3室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg6/
0,闲林,余杭闲林爵士风情花园,,--127.00㎡东南4室2厅2卫,/zufang/HZ2817369742447214592.html,,,,整租·爵士风情花园 4室2厅 东南,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,未来科技城,,,71.00㎡1间在租3室2厅2卫,/apartment/40985.html,2,7100,6天前维护,独栋·驿客公寓 未来悦店 C户型 3室2厅,https://hz.lianjia.com/zufang/weilaikejicheng/pg6/
0,闲林,余杭闲林新明半岛,,--126.50㎡南3室2厅2卫,/zufang/HZ2817578107895291904.html,,,,整租·新明半岛 3室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,闲林,余杭闲林新西湖小镇,,--136.00㎡东南4室2厅2卫,/zufang/HZ2826861217291968512.html,,,,整租·新西湖小镇 4室2厅 东南,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,闲林,余杭闲林雅居乐国际花园,,--12.00㎡南3室2厅2卫,/zufang/HZ2827405177584091136.html,,,,合租·雅居乐国际花园 3居室 南卧,https://hz.lianjia.com/zufang/xianlin1/pg11/
0,闲林,余杭闲林新西湖小镇,,--89.50㎡西南2室2厅1卫,/zufang/HZ2761555457108877312.html,,,,整租·新西湖小镇 2室2厅 西南,https://hz.lianjia.com/zufang/xianlin1/pg12/
0,未来科技城,余杭未来科技城青枫墅园,3.227,--30.00㎡南6室1厅6卫,/zufang/HZ2824454669748158464.html,"(30.286964066558873, 120.0252717170573)",2300,3天前维护,合租·青枫墅园 6居室 南卧,https://hz.lianjia.com/zufang/weilaikejicheng/pg6/
0,闲林,余杭闲林闲林山水丹枫苑,5.481,--200.00㎡南北3室2厅2卫,/zufang/HZ2812137187372974080.html,"(30.239727050414576, 120.02294968714455)",5000,今天维护,整租·闲林山水丹枫苑 3室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/pg12/
0,未来科技城,余杭未来科技城万通时尚公馆,1.739,--89.00㎡南3室2厅1卫,/zufang/HZ2640483888614342656.html,"(30.291646301552994, 120.0058926621211)",5780,7天前维护,整租·万通时尚公馆 3室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg6/
0,闲林,余杭闲林南湖大厦,,--84.90㎡南2室0厅2卫,/zufang/HZ2761587908011376640.html,,,,整租·南湖大厦 2室0厅 南,https://hz.lianjia.com/zufang/xianlin1/pg12/
0,闲林,余杭闲林怡景花城流霞苑,,--121.00㎡南3室2厅2卫,/zufang/HZ2812986272334233600.html,,,,整租·怡景花城流霞苑 3室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg12/
0,闲林,余杭闲林融创金成未来海,,--89.00㎡西3室2厅2卫,/zufang/HZ2765264796688588800.html,,,,整租·融创金成未来海 3室2厅 西,https://hz.lianjia.com/zufang/xianlin1/pg12/
0,未来科技城,余杭未来科技城万通时尚公馆,1.739,--45.00㎡西1室1厅1卫,/zufang/HZ2773231219469721600.html,"(30.291646301552994, 120.0058926621211)",3800,27天前维护,整租·万通时尚公馆 1室1厅 LOFT 西,https://hz.lianjia.com/zufang/weilaikejicheng/pg6/
0,闲林,余杭闲林绿城桃源小镇品霞苑,,--124.00㎡南西4室2厅2卫,/zufang/HZ2803708232232091648.html,,,,整租·绿城桃源小镇品霞苑 4室2厅 南/西,https://hz.lianjia.com/zufang/xianlin1/pg12/
0,闲林,余杭闲林绿城桃源小镇,,--126.45㎡南4室1厅1卫,/zufang/HZ2765943677540384768.html,,,,整租·绿城桃源小镇 4室1厅 南,https://hz.lianjia.com/zufang/xianlin1/pg12/
0,未来科技城,余杭未来科技城万通时尚公馆,1.739,--45.00㎡东1室1厅1卫,/zufang/HZ2678297685198372864.html,"(30.291646301552994, 120.0058926621211)",3880,27天前维护,整租·万通时尚公馆 1室1厅 LOFT 东,https://hz.lianjia.com/zufang/weilaikejicheng/pg6/
0,闲林,余杭闲林岸上蓝山,,--173.00㎡南5室2厅3卫,/zufang/HZ2766004681284534272.html,,,,整租·岸上蓝山 5室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg12/
0,未来科技城,余杭未来科技城浙富西溪堂,0.693,--58.00㎡北1室1厅1卫,/zufang/HZ2776735271658995712.html,"(30.283595037864245, 119.99902502666677)",3880,5天前维护,整租·浙富西溪堂 1室1厅 北,https://hz.lianjia.com/zufang/weilaikejicheng/pg6/
0,闲林,余杭闲林中港罗兰小镇,,--89.80㎡南4室0厅4卫,/zufang/HZ2768833193082617856.html,,,,整租·中港罗兰小镇 4室0厅 南,https://hz.lianjia.com/zufang/xianlin1/pg12/
0,闲林,余杭闲林爵士风情花园,,--20.00㎡北2室1厅1卫,/zufang/HZ2813859425352425472.html,,,,合租·爵士风情花园 2居室 北卧,https://hz.lianjia.com/zufang/xianlin1/pg13/
0,闲林,余杭闲林闲林山水紫薇苑,5.25,--89.00㎡南北3室2厅1卫,/zufang/HZ2805880934895984640.html,"(30.239879699541646, 120.01852930539104)",3980,1天前维护,整租·闲林山水紫薇苑 3室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/pg13/
0,闲林,余杭闲林竹海水韵,,--87.56㎡南2室2厅1卫,/zufang/HZ2772301497462439936.html,,,,整租·竹海水韵 2室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg13/
0,闲林,余杭闲林荆山翠谷,,--258.00㎡东5室3厅3卫,/zufang/HZ2772256040627486720.html,,,,整租·荆山翠谷 5室3厅 东,https://hz.lianjia.com/zufang/xianlin1/pg13/
0,闲林,余杭闲林中港罗兰小镇,,--65.00㎡南2室1厅1卫,/zufang/HZ2771051935238209536.html,,,,整租·中港罗兰小镇 2室1厅 南,https://hz.lianjia.com/zufang/xianlin1/pg13/
0,闲林,余杭闲林金岸提香,,--88.00㎡南2室1厅1卫,/zufang/HZ2771133744684474368.html,,,,整租·金岸提香 2室1厅 南,https://hz.lianjia.com/zufang/xianlin1/pg13/
0,未来科技城,余杭未来科技城创客空间大厦,2.312,--43.70㎡东2室1厅1卫,/zufang/HZ2658902863673032704.html,"(30.294322241929063, 120.01108325101883)",3880,27天前维护,整租·创客空间大厦 2室1厅 LOFT 东,https://hz.lianjia.com/zufang/weilaikejicheng/pg6/
0,闲林,余杭闲林竹海水韵,,--202.00㎡东东南5室2厅3卫,/zufang/HZ2786213057234206720.html,,,,整租·竹海水韵 5室2厅 东/东南,https://hz.lianjia.com/zufang/xianlin1/pg13/
0,闲林,余杭闲林融创金成未来海,,--89.00㎡南北3室2厅2卫,/zufang/HZ2786229272774180864.html,,,,整租·融创金成未来海 3室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/pg13/
0,闲林,余杭闲林中惠家园,,--122.65㎡南5室3厅5卫,/zufang/HZ2785364674525536256.html,,,,整租·中惠家园 5室3厅 跃层 南,https://hz.lianjia.com/zufang/xianlin1/pg13/
0,未来科技城,余杭未来科技城创客空间大厦,2.312,--42.00㎡西2室1厅1卫,/zufang/HZ2805666403678961664.html,"(30.294322241929063, 120.01108325101883)",3880,1个月前维护,整租·创客空间大厦 2室1厅 复式 西,https://hz.lianjia.com/zufang/weilaikejicheng/pg6/
0,闲林,余杭闲林雅居乐国际花园,,--137.94㎡东南北4室2厅2卫,/zufang/HZ2757248720260038656.html,,,,整租·雅居乐国际花园 4室2厅 东/南/北,https://hz.lianjia.com/zufang/xianlin1/pg14/
0,闲林,余杭闲林荆山翠谷,,--258.00㎡南5室2厅3卫,/zufang/HZ2757081129160024064.html,,,,整租·荆山翠谷 5室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg14/
0,未来科技城,余杭未来科技城盛奥西溪铭座,5.797,--44.00㎡北4室1厅1卫,/zufang/HZ2742634601456607232.html,"(30.298623549461457, 120.04925934875133)",2700,7天前维护,合租·盛奥西溪铭座 4居室 北卧,https://hz.lianjia.com/zufang/weilaikejicheng/pg6/
0,闲林,余杭闲林绿城桃花源,,--394.75㎡南6室3厅5卫,/zufang/HZ2759988337358929920.html,,,,整租·绿城桃花源 6室3厅 南,https://hz.lianjia.com/zufang/xianlin1/pg14/
0,闲林,余杭闲林绿城桃源小镇,,--130.91㎡东南4室2厅2卫,/zufang/HZ2760659004471918592.html,,,,整租·绿城桃源小镇 4室2厅 东南,https://hz.lianjia.com/zufang/xianlin1/pg14/
0,闲林,余杭闲林融创金成江南府,,--146.18㎡南北4室2厅2卫,/zufang/HZ2745458148860510208.html,,,,整租·融创金成江南府 4室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/pg14/
0,闲林,余杭闲林闲林山水紫薇苑,5.25,--76.00㎡南北2室2厅1卫,/zufang/HZ2763036057334456320.html,"(30.239879699541646, 120.01852930539104)",2800,今天维护,整租·闲林山水紫薇苑 2室2厅 南/北,https://hz.lianjia.com/zufang/xianlin1/pg14/
0,未来科技城,余杭未来科技城湖山帝景湾,,--131.00㎡南4室2厅2卫,/zufang/HZ2815746589086457856.html,,,,整租·湖山帝景湾 4室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg7/
0,未来科技城,余杭未来科技城五迪中心,2.621,--41.00㎡南2室1厅1卫,/zufang/HZ2820858771898122240.html,"(30.291516498054158, 120.01690930123435)",4500,2天前维护,整租·五迪中心 2室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg7/
0,闲林,余杭闲林绿城桃源小镇,,--170.00㎡东南5室2厅2卫,/zufang/HZ2761608894462828544.html,,,,整租·绿城桃源小镇 5室2厅 东南,https://hz.lianjia.com/zufang/xianlin1/pg14/
0,闲林,余杭闲林十里风荷,5.338,--137.00㎡南5室2厅3卫,/zufang/HZ2762156097715306496.html,"(30.243825093278765, 119.95758897823855)",6000,1天前维护,整租·十里风荷 5室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg14/
0,未来科技城,余杭未来科技城奥克斯时代未来之城,,--130.00㎡南3室2厅2卫,/zufang/HZ2820896900143136768.html,,,,整租·奥克斯时代未来之城 3室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg7/
0,未来科技城,余杭未来科技城小城之春花苑,,--80.00㎡南2室1厅1卫,/zufang/HZ2821039251624296448.html,,,,整租·小城之春花苑 2室1厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg7/
0,未来科技城,余杭未来科技城西溪八方城,,--53.00㎡南2室2厅2卫,/zufang/HZ2792092544870391808.html,,,,整租·西溪八方城 2室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg7/
0,闲林,余杭闲林荆山翠谷,,--269.00㎡南3室2厅3卫,/zufang/HZ2823345000992489472.html,,,,整租·荆山翠谷 3室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg15/
0,未来科技城,余杭未来科技城万科溪望,,--112.00㎡南西3室2厅2卫,/zufang/HZ2816465706734845952.html,,,,整租·万科溪望 3室2厅 南/西,https://hz.lianjia.com/zufang/weilaikejicheng/pg7/
0,未来科技城,余杭未来科技城同城印象花苑东区,,--130.00㎡南3室2厅2卫,/zufang/HZ2815984971263778816.html,,,,整租·同城印象花苑东区 3室2厅 南,https://hz.lianjia.com/zufang/weilaikejicheng/pg7/
0,未来科技城,余杭未来科技城鼎创财富中心,2.282,--53.00㎡东2室2厅2卫,/zufang/HZ2816536769594933248.html,"(30.288253110914155, 120.01466578322318)",5200,4天前维护,整租·鼎创财富中心 2室2厅 东,https://hz.lianjia.com/zufang/weilaikejicheng/pg7/
0,闲林,余杭闲林闲林山水木兰苑,,--178.00㎡南5室2厅3卫,/zufang/HZ2823783038540840960.html,,,,整租·闲林山水木兰苑 5室2厅 南,https://hz.lianjia.com/zufang/xianlin1/pg15/
