line,station,residence,year,price/sqm,ttl price
地铁2号线,钱江世纪城站,4室2厅 | 129.16平米 | 南 | 精装 | 低楼层(共32层)  | 板楼,创世邸    -  钱江世纪城 ,单价89037元/平米,1150万
1号线(下沙江滨-湘湖),湘湖站,2室2厅 | 28.6平米 | 东 | 精装 | 高楼层(共20层)  | 板楼,都会艺境    -  湘湖 ,单价36714元/平米,105万
1号线(下沙江滨-湘湖),湘湖站,1室1厅 | 28.57平米 | 北 | 精装 | 中楼层(共13层)  | 板楼,都会艺境    -  湘湖 ,单价34302元/平米,98万
1号线(下沙江滨-湘湖),湘湖站,2室2厅 | 39.41平米 | 东 | 毛坯 | 高楼层(共20层)  | 板楼,都会艺境    -  湘湖 ,单价32987元/平米,130万
1号线(下沙江滨-湘湖),湘湖站,2室2厅 | 40.46平米 | 南 | 精装 | 高楼层(共13层)  | 板楼,都会艺境    -  湘湖 ,单价35838元/平米,145万
1号线(下沙江滨-湘湖),湘湖站,2室2厅 | 39.07平米 | 东 | 精装 | 中楼层(共20层)  | 板楼,都会艺境    -  湘湖 ,单价40953元/平米,160万
1号线(下沙江滨-湘湖),湘湖站,2室2厅 | 41.49平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,都会艺境    -  湘湖 ,单价27959元/平米,116万
1号线(下沙江滨-湘湖),湘湖站,1室1厅 | 24.59平米 | 南 北 | 简装 | 高楼层(共20层)  | 板楼,都会艺境    -  湘湖 ,单价32534元/平米,80万
1号线(下沙江滨-湘湖),湘湖站,1室1厅 | 39.36平米 | 南 | 精装 | 中楼层(共13层)  | 板楼,都会艺境    -  湘湖 ,单价33029元/平米,130万
1号线(下沙江滨-湘湖),湘湖站,2室0厅 | 31.17平米 | 南 | 精装 | 中楼层(共13层)  | 板楼,都会艺境    -  湘湖 ,单价35291元/平米,110万
1号线(下沙江滨-湘湖),湘湖站,4室2厅 | 210.69平米 | 南 北 | 精装 | 7层  | 板楼,湖畔宽邸    -  湘湖 ,单价28478元/平米,600万
1号线(下沙江滨-湘湖),湘湖站,5室2厅 | 280.06平米 | 南 | 精装 | 下叠(共3层)  | 板楼 | 叠拼别墅 ,苏黎士小镇    -  湘湖 ,单价33208元/平米,930万
1号线(下沙江滨-湘湖),湘湖站,4室2厅 | 149.05平米 | 南 | 精装 | 6层  | 板塔结合,奥兰多小镇    -  湘湖 ,单价35559元/平米,530万
1号线(下沙江滨-湘湖),湘湖站,3室2厅 | 133.02平米 | 南 北 | 精装 | 6层  | 板塔结合,奥兰多小镇    -  湘湖 ,单价30447元/平米,405万
1号线(下沙江滨-湘湖),湘湖站,5室2厅 | 284平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板塔结合,苏黎士小镇    -  湘湖 ,单价33451元/平米,950万
1号线(下沙江滨-湘湖),湘湖站,5室2厅 | 250.21平米 | 南 | 毛坯 | 6层  | 板楼,湖畔宽邸    -  湘湖 ,单价25179元/平米,630万
1号线(下沙江滨-湘湖),湘湖站,4室2厅 | 175.87平米 | 南 北 | 精装 | 7层  | 板塔结合,奥兰多小镇    -  湘湖 ,单价31274元/平米,550万
1号线(下沙江滨-湘湖),湘湖站,4室2厅 | 224.68平米 | 南 | 毛坯 | 低楼层(共3层)  | 板楼,苏黎士小镇    -  湘湖 ,单价30711元/平米,690万
1号线(下沙江滨-湘湖),湘湖站,2室1厅 | 40.16平米 | 东 | 精装 | 中楼层(共20层)  | 板楼,都会艺境    -  湘湖 ,单价38596元/平米,155万
1号线(下沙江滨-湘湖),湘湖站,3室2厅 | 82.26平米 | 南 北 | 简装 | 6层  | 板塔结合,湘湖家园    -  湘湖 ,单价33431元/平米,275万
1号线(下沙江滨-湘湖),湘湖站,5室2厅 | 215平米 | 南 | 简装 | 上叠(共2层)  | 板楼 | 叠拼别墅 ,苏黎士小镇    -  湘湖 ,单价45117元/平米,970万
1号线(下沙江滨-湘湖),湘湖站,7室2厅 | 230.14平米 | 南 北 | 精装 | 7层  | 板塔结合,奥兰多小镇    -  湘湖 ,单价28244元/平米,650万
1号线(下沙江滨-湘湖),湘湖站,5室2厅 | 246.04平米 | 南 | 精装 | 10层  | 板楼,湖畔宽邸    -  湘湖 ,单价34548元/平米,850万
1号线(下沙江滨-湘湖),湘湖站,4室2厅 | 127.75平米 | 南 北 | 简装 | 中楼层(共19层)  | 板楼,旭辉滨江东方悦府    -  湘湖 ,单价33660元/平米,430万
1号线(下沙江滨-湘湖),湘湖站,6室1厅 | 144.95平米 | 南 | 简装 | 6层  | 板塔结合,奥兰多小镇    -  湘湖 ,单价28976元/平米,420万
1号线(下沙江滨-湘湖),湘湖站,4室2厅 | 155.59平米 | 南 | 毛坯 | 6层  | 板塔结合,奥兰多小镇    -  湘湖 ,单价30851元/平米,480万
1号线(下沙江滨-湘湖),湘湖站,4室2厅 | 210.69平米 | 南 | 简装 | 7层  | 板楼,湖畔宽邸    -  湘湖 ,单价29190元/平米,615万
1号线(下沙江滨-湘湖),湘湖站,4室2厅 | 141.13平米 | 南 | 简装 | 7层  | 板塔结合,奥兰多小镇    -  湘湖 ,单价26926元/平米,380万
1号线(下沙江滨-湘湖),湘湖站,1室1厅 | 32.8平米 | 西 | 精装 | 高楼层(共20层)  | 板楼,都会艺境    -  湘湖 ,单价31098元/平米,102万
1号线(下沙江滨-湘湖),湘湖站,1室1厅 | 39.07平米 | 东 | 精装 | 中楼层(共20层)  | 板楼,都会艺境    -  湘湖 ,单价35834元/平米,140万
1号线(下沙江滨-湘湖),湘湖站,1室1厅 | 28.93平米 | 北 | 精装 | 高楼层(共13层)  | 板楼,都会艺境    -  湘湖 ,单价35258元/平米,102万
1号线(下沙江滨-湘湖),湘湖站,3室2厅 | 88.56平米 | 南 | 简装 | 低楼层(共17层)  | 板楼,都会艺境    -  湘湖 ,单价45168元/平米,400万
1号线(下沙江滨-湘湖),湘湖站,2室2厅 | 39.86平米 | 南 | 精装 | 高楼层(共13层)  | 板楼,都会艺境    -  湘湖 ,单价36378元/平米,145万
1号线(下沙江滨-湘湖),湘湖站,2室2厅 | 39.07平米 | 东 | 精装 | 中楼层(共20层)  | 板楼,都会艺境    -  湘湖 ,单价40953元/平米,160万
1号线(下沙江滨-湘湖),湘湖站,2室0厅 | 40.66平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,都会艺境    -  湘湖 ,单价36892元/平米,150万
1号线(下沙江滨-湘湖),湘湖站,3室2厅 | 87.81平米 | 南 | 简装 | 低楼层(共19层)  | 板楼,旭辉滨江东方悦府    -  湘湖 ,单价34165元/平米,300万
1号线(下沙江滨-湘湖),湘湖站,4室2厅 | 130.48平米 | 南 | 简装 | 高楼层(共18层)  | 板楼,都会艺境    -  湘湖 ,单价34489元/平米,450万
1号线(下沙江滨-湘湖),湘湖站,2室2厅 | 39.75平米 | 东 | 精装 | 中楼层(共20层)  | 板楼,都会艺境    -  湘湖 ,单价40252元/平米,160万
1号线(下沙江滨-湘湖),湘湖站,4室2厅 | 143.65平米 | 南 | 精装 | 6层  | 板塔结合,湘湖家园    -  湘湖 ,单价26454元/平米,380万
1号线(下沙江滨-湘湖),湘湖站,3室2厅 | 100.74平米 | 南 北 | 精装 | 6层  | 板塔结合,奥兰多小镇    -  湘湖 ,单价30773元/平米,310万
1号线(下沙江滨-湘湖),湘湖站,3室1厅 | 89.66平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,都会艺境    -  湘湖 ,单价39037元/平米,350万
1号线(下沙江滨-湘湖),湘湖站,4室2厅 | 127.75平米 | 南 北 | 简装 | 19层  | 板楼,旭辉滨江东方悦府    -  湘湖 ,单价29746元/平米,380万
1号线(下沙江滨-湘湖),湘湖站,2室1厅 | 39.4平米 | 南 东南 | 精装 | 低楼层(共20层)  | 板楼,都会艺境    -  湘湖 ,单价30457元/平米,120万
地铁5号线,滨康路站,3室2厅 | 75.99平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,水晶湾城市雅苑    -  西兴 ,单价47375元/平米,360万
地铁5号线,滨康路站,3室2厅 | 91.58平米 | 南 北 | 精装 | 6层  | 板楼,温兴风情苑    -  西兴 ,单价39310元/平米,360万
地铁5号线,滨康路站,3室1厅 | 105.79平米 | 南 | 简装 | 中楼层(共18层)  | 板楼,金帝金色钱塘    -  萧山新城区 ,单价37811元/平米,400万
地铁5号线,滨康路站,3室2厅 | 114.08平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,金帝金色钱塘    -  萧山新城区 ,单价38570元/平米,440万
地铁5号线,滨康路站,3室2厅 | 91.58平米 | 南 北 | 精装 | 6层  | 板楼,温兴风情苑    -  西兴 ,单价40730元/平米,373万
地铁5号线,滨康路站,1室1厅 | 63.42平米 | 南 | 简装 | 低楼层(共24层)  | 板塔结合,君悦丽景    -  萧山新城区 ,单价36740元/平米,233万
地铁5号线,滨康路站,4室2厅 | 128.55平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,金地天逸    -  萧山市区 ,单价57566元/平米,740万
地铁5号线,滨康路站,3室1厅 | 67.27平米 | 南 | 简装 | 6层  | 板塔结合,固陵路    -  西兴 ,单价38651元/平米,260万
地铁5号线,滨康路站,3室2厅 | 88.76平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,云厦连园    -  西兴 ,单价51826元/平米,460万
地铁5号线,滨康路站,2室2厅 | 101.75平米 | 南 | 精装 | 高楼层(共24层)  | 板塔结合,君悦丽景    -  萧山新城区 ,单价31942元/平米,325万
地铁5号线,滨康路站,3室2厅 | 86.98平米 | 西 | 精装 | 高楼层(共34层)  | 板塔结合,中天官河锦庭    -  西兴 ,单价66682元/平米,580万
地铁5号线,滨康路站,5室2厅 | 160.03平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,金帝金色钱塘    -  萧山新城区 ,单价47492元/平米,760万
地铁5号线,滨康路站,3室2厅 | 137.72平米 | 南 | 简装 | 中楼层(共18层)  | 板楼,金帝金色钱塘    -  萧山新城区 ,单价34854元/平米,480万
地铁5号线,滨康路站,4室2厅 | 154.61平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,兴盛花园    -  西兴 ,单价28395元/平米,439万
地铁5号线,滨康路站,4室2厅 | 144.4平米 | 南 北 | 简装 | 6层  | 板楼,温兴风情苑    -  西兴 ,单价36012元/平米,520万
地铁5号线,滨康路站,4室2厅 | 127.89平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,万科金辰之光    -  西兴 ,单价50825元/平米,650万
地铁5号线,滨康路站,3室2厅 | 138.66平米 | 南 | 简装 | 中楼层(共24层)  | 板楼,金帝金色钱塘    -  萧山新城区 ,单价35699元/平米,495万
地铁5号线,滨康路站,3室2厅 | 137.72平米 | 南 | 简装 | 低楼层(共18层)  | 板楼,金帝金色钱塘    -  萧山新城区 ,单价32675元/平米,450万
地铁5号线,滨康路站,3室1厅 | 45.74平米 | 北 | 精装 | 21层  | 板塔结合,玲珑府    -  西兴 ,单价27329元/平米,125万
地铁5号线,滨康路站,3室2厅 | 143.24平米 | 南 | 毛坯 | 11层  | 板塔结合,置地大厦    -  萧山新城区 ,单价16756元/平米,240万
地铁5号线,滨康路站,3室2厅 | 125.03平米 | 南 | 毛坯 | 11层  | 板楼,置地大厦    -  萧山新城区 ,单价25994元/平米,325万
地铁5号线,滨康路站,3室2厅 | 71.15平米 | 北 | 精装 | 21层  | 板塔结合,玲珑府    -  西兴 ,单价24596元/平米,175万
地铁5号线,滨康路站,3室1厅 | 49.13平米 | 南 | 精装 | 21层  | 板塔结合,玲珑府    -  西兴 ,单价30125元/平米,148万
地铁5号线,滨康路站,2室1厅 | 49.13平米 | 南 | 精装 | 21层  | 板塔结合,玲珑府    -  西兴 ,单价36231元/平米,178万
地铁5号线,滨康路站,3室1厅 | 47.43平米 | 南 | 精装 | 21层  | 板塔结合,玲珑府    -  西兴 ,单价28463元/平米,135万
地铁5号线,滨康路站,3室2厅 | 45.74平米 | 北 | 精装 | 21层  | 板塔结合,玲珑府    -  西兴 ,单价30608元/平米,140万
地铁5号线,滨康路站,2室1厅 | 89.62平米 | 南 | 毛坯 | 24层  | 板塔结合,瑞立东方花城    -  西兴 ,单价53560元/平米,480万
地铁5号线,滨康路站,2室1厅 | 90.49平米 | 南 | 简装 | 低楼层(共24层)  | 板楼,金帝金色钱塘    -  萧山新城区 ,单价38126元/平米,345万
地铁5号线,滨康路站,1室1厅 | 46.48平米 | 北 | 精装 | 低楼层(共24层)  | 板塔结合,君悦丽景    -  萧山新城区 ,单价34424元/平米,160万
地铁5号线,滨康路站,1室1厅 | 46.48平米 | 北 | 简装 | 低楼层(共24层)  | 板塔结合,君悦丽景    -  萧山新城区 ,单价36145元/平米,168万
地铁5号线,滨康路站,1室1厅 | 63.42平米 | 南 | 简装 | 中楼层(共24层)  | 板塔结合,君悦丽景    -  萧山新城区 ,单价40051元/平米,254万
地铁5号线,滨康路站,2室1厅 | 47.43平米 | 南 | 精装 | 21层  | 板塔结合,玲珑府    -  西兴 ,单价29518元/平米,140万
地铁5号线,滨康路站,2室1厅 | 67.53平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,官河路44号    -  西兴 ,单价38354元/平米,259万
地铁5号线,滨康路站,3室1厅 | 49.13平米 | 南 | 精装 | 21层  | 板塔结合,玲珑府    -  西兴 ,单价33585元/平米,165万
地铁5号线,滨康路站,2室1厅 | 49.13平米 | 南 | 精装 | 21层  | 板塔结合,玲珑府    -  西兴 ,单价32160元/平米,158万
地铁5号线,滨康路站,3室2厅 | 135.93平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,金帝金色钱塘    -  萧山新城区 ,单价33841元/平米,460万
地铁5号线,滨康路站,3室1厅 | 45.74平米 | 北 | 精装 | 21层  | 板楼,玲珑府    -  西兴 ,单价28203元/平米,129万
地铁5号线,滨康路站,4室2厅 | 127.89平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,万科金辰之光    -  西兴 ,单价50825元/平米,650万
地铁5号线,滨康路站,3室1厅 | 86.43平米 | 南 | 精装 | 24层  | 板塔结合,瑞立东方花城    -  西兴 ,单价63636元/平米,550万
地铁5号线,滨康路站,6室2厅 | 158.74平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,金帝金色钱塘    -  萧山新城区 ,单价30869元/平米,490万
地铁5号线,滨康路站,2室1厅 | 44.76平米 | 北 | 精装 | 21层  | 板塔结合,玲珑府    -  西兴 ,单价31278元/平米,140万
地铁5号线,滨康路站,2室2厅 | 88.22平米 | 南 | 精装 | 24层  | 板塔结合,瑞立东方花城    -  西兴 ,单价52143元/平米,460万
地铁5号线,滨康路站,3室2厅 | 125.45平米 | 南 | 毛坯 | 中楼层(共24层)  | 板楼,金帝金色钱塘    -  萧山新城区 ,单价39857元/平米,500万
地铁5号线,滨康路站,3室2厅 | 83.95平米 | 南 | 精装 | 高楼层(共6层)  | 平房,人民路23号    -  西兴 ,单价34545元/平米,290万
地铁5号线,滨康路站,4室2厅 | 136.09平米 | 南 | 精装 | 高楼层(共18层)  | 塔楼,君悦丽景    -  萧山新城区 ,单价33067元/平米,450万
地铁5号线,滨康路站,3室2厅 | 148.53平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,兴盛花园    -  西兴 ,单价30297元/平米,450万
地铁5号线,滨康路站,3室1厅 | 47.15平米 | 北 | 精装 | 21层  | 板塔结合,玲珑府    -  西兴 ,单价31814元/平米,150万
地铁5号线,滨康路站,2室1厅 | 88.41平米 | 南 北 | 精装 | 24层  | 板塔结合,瑞立东方花城    -  西兴 ,单价50900元/平米,450万
地铁5号线,滨康路站,3室2厅 | 137.72平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,金帝金色钱塘    -  萧山新城区 ,单价34854元/平米,480万
地铁5号线,滨康路站,3室1厅 | 149.72平米 | 南 北 | 简装 | 中楼层(共24层)  | 板塔结合,君悦丽景    -  萧山新城区 ,单价31927元/平米,478万
地铁5号线,滨康路站,3室1厅 | 83.95平米 | 南 北 | 精装 | 中楼层(共6层)  | 平房,人民路23号    -  西兴 ,单价36213元/平米,304万
地铁5号线,滨康路站,3室2厅 | 141.68平米 | 南 | 精装 | 17层  | 板楼,星河景庭公寓    -  萧山市区 ,单价32962元/平米,467万
地铁5号线,滨康路站,3室2厅 | 149.72平米 | 南 | 精装 | 低楼层(共24层)  | 板塔结合,君悦丽景    -  萧山新城区 ,单价33129元/平米,496万
地铁5号线,滨康路站,3室2厅 | 98.36平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,金地天逸    -  萧山市区 ,单价50834元/平米,500万
地铁5号线,滨康路站,4室2厅 | 154.61平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,兴盛花园    -  西兴 ,单价29753元/平米,460万
地铁5号线,滨康路站,4室2厅 | 122.25平米 | 南 | 精装 | 低楼层(共24层)  | 板楼,金帝金色钱塘    -  萧山新城区 ,单价37628元/平米,460万
地铁5号线,滨康路站,3室2厅 | 105.78平米 | 南 西 北 | 精装 | 6层  | 板楼,温兴风情苑    -  西兴 ,单价40556元/平米,429万
地铁5号线,滨康路站,4室2厅 | 138.66平米 | 西南 | 精装 | 中楼层(共24层)  | 板楼,金帝金色钱塘    -  萧山新城区 ,单价35339元/平米,490万
地铁5号线,滨康路站,3室2厅 | 137.55平米 | 南 北 | 精装 | 中楼层(共14层)  | 板塔结合,君悦丽景    -  萧山新城区 ,单价32716元/平米,450万
地铁5号线,滨康路站,3室1厅 | 83.95平米 | 南 北 | 精装 | 高楼层(共6层)  | 平房,人民路23号    -  西兴 ,单价35736元/平米,300万
地铁5号线,滨康路站,3室2厅 | 81.54平米 | 南 | 简装 | 6层  | 板楼,人民路10号    -  西兴 ,单价35566元/平米,290万
地铁5号线,滨康路站,3室2厅 | 111.47平米 | 东 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,官河公寓    -  西兴 ,单价30502元/平米,340万
地铁5号线,滨康路站,3室2厅 | 54.21平米 | 北 | 精装 | 21层  | 板塔结合,玲珑府    -  西兴 ,单价27302元/平米,148万
地铁5号线,滨康路站,4室2厅 | 160.5平米 | 南 | 精装 | 中楼层(共28层)  | 板楼,金地天逸    -  萧山市区 ,单价52960元/平米,850万
地铁5号线,滨康路站,3室1厅 | 89.69平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,中天官河锦庭    -  西兴 ,单价64110元/平米,575万
地铁5号线,滨康路站,3室2厅 | 139.66平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,金帝金色钱塘    -  萧山新城区 ,单价32938元/平米,460万
地铁5号线,滨康路站,3室2厅 | 131.25平米 | 南 西 | 精装 | 中楼层(共11层)  | 板楼,金帝金色钱塘    -  萧山新城区 ,单价35048元/平米,460万
地铁5号线,滨康路站,3室2厅 | 89.62平米 | 南 | 简装 | 24层  | 板塔结合,瑞立东方花城    -  西兴 ,单价58023元/平米,520万
地铁5号线,滨康路站,3室2厅 | 255.97平米 | 南 | 精装 | 17层  | 板楼,星河景庭公寓    -  萧山市区 ,单价30004元/平米,768万
地铁5号线,滨康路站,1室0厅 | 46.48平米 | 北 | 精装 | 低楼层(共24层)  | 板塔结合,君悦丽景    -  萧山新城区 ,单价35715元/平米,166万
地铁5号线,滨康路站,1室1厅 | 46.46平米 | 南 | 简装 | 低楼层(共24层)  | 板塔结合,君悦丽景    -  萧山新城区 ,单价34439元/平米,160万
地铁5号线,滨康路站,6室3厅 | 261.34平米 | 东南 | 毛坯 | 高楼层(共24层)  | 板塔结合,君悦丽景    -  萧山新城区 ,单价26786元/平米,700万
地铁5号线,滨康路站,2室1厅 | 89.36平米 | 南 | 精装 | 中楼层(共28层)  | 板楼,金地天逸    -  萧山市区 ,单价51478元/平米,460万
地铁5号线,滨康路站,3室2厅 | 88.91平米 | 南 北 | 精装 | 低楼层(共34层)  | 板楼,阳光城上府    -  西兴 ,单价53988元/平米,480万
地铁5号线,滨康路站,3室1厅 | 49.13平米 | 南 | 精装 | 21层  | 板塔结合,玲珑府    -  西兴 ,单价28496元/平米,140万
地铁5号线,滨康路站,2室1厅 | 88.41平米 | 南 | 精装 | 24层  | 板塔结合,瑞立东方花城    -  西兴 ,单价48638元/平米,430万
地铁5号线,滨康路站,3室2厅 | 49.13平米 | 南 | 精装 | 21层  | 板塔结合,玲珑府    -  西兴 ,单价31549元/平米,155万
地铁5号线,滨康路站,2室1厅 | 59.93平米 | 南 | 精装 | 中楼层(共5层)  | 板塔结合,六眼井    -  西兴 ,单价42050元/平米,252万
地铁5号线,滨康路站,1室1厅 | 63.42平米 | 南 | 简装 | 低楼层(共24层)  | 板塔结合,君悦丽景    -  萧山新城区 ,单价37055元/平米,235万
地铁5号线,滨康路站,1室1厅 | 63.42平米 | 东南 | 精装 | 高楼层(共24层)  | 板塔结合,君悦丽景    -  萧山新城区 ,单价37843元/平米,240万
地铁5号线,滨康路站,2室1厅 | 62.59平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,人民路19号(西兴路)    -  西兴 ,单价39144元/平米,245万
地铁5号线,滨康路站,3室2厅 | 101.01平米 | 南 | 精装 | 高楼层(共6层)  | 平房,人民路23号    -  西兴 ,单价31186元/平米,315万
地铁5号线,滨康路站,3室1厅 | 49.13平米 | 南 | 精装 | 21层  | 板塔结合,玲珑府    -  西兴 ,单价26461元/平米,130万
地铁5号线,滨康路站,2室1厅 | 49.13平米 | 南 | 精装 | 21层  | 板塔结合,玲珑府    -  西兴 ,单价31753元/平米,156万
地铁5号线,滨康路站,2室1厅 | 54.38平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,六眼井    -  西兴 ,单价40089元/平米,218万
地铁5号线,滨康路站,3室2厅 | 114.08平米 | 南 | 简装 | 中楼层(共18层)  | 板楼,金帝金色钱塘    -  萧山新城区 ,单价35940元/平米,410万
地铁5号线,滨康路站,4室2厅 | 127.89平米 | 西 | 精装 | 低楼层(共34层)  | 板塔结合,万科金辰之光    -  西兴 ,单价48480元/平米,620万
地铁5号线,滨康路站,3室1厅 | 67.27平米 | 南 | 简装 | 6层  | 板塔结合,固陵路    -  西兴 ,单价38651元/平米,260万
地铁5号线,滨康路站,3室1厅 | 78平米 | 南 | 简装 | 6层  | 板楼,滨江西兴街道人民路6号    -  西兴 ,单价36924元/平米,288万
地铁5号线,滨康路站,3室2厅 | 89.17平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,阳光城上府    -  西兴 ,单价44859元/平米,400万
地铁5号线,滨康路站,3室2厅 | 104.29平米 | 南 北 | 精装 | 6层  | 板楼,温兴风情苑    -  西兴 ,单价39314元/平米,410万
地铁5号线,滨康路站,4室2厅 | 129.94平米 | 东 南 | 精装 | 低楼层(共34层)  | 板楼,阳光城上府    -  西兴 ,单价40019元/平米,520万
地铁5号线,滨康路站,4室2厅 | 133.04平米 | 北 | 精装 | 6层  | 板楼,温兴风情苑    -  西兴 ,单价37583元/平米,500万
地铁5号线,滨康路站,1室1厅 | 32.95平米 | 南 | 精装 | 中楼层(共24层)  | 板塔结合,君悦丽景    -  萧山新城区 ,单价41579元/平米,137万
地铁5号线,滨康路站,2室1厅 | 88.41平米 | 南 | 简装 | 24层  | 板塔结合,瑞立东方花城    -  西兴 ,单价50334元/平米,445万
地铁5号线,滨康路站,3室1厅 | 49.13平米 | 南 | 精装 | 21层  | 板塔结合,玲珑府    -  西兴 ,单价33585元/平米,165万
地铁5号线,滨康路站,5室3厅 | 232.19平米 | 南 | 毛坯 | 3层  | 板楼 | 联排别墅 ,阳光城上府    -  西兴 ,单价73216元/平米,1700万
地铁5号线,滨康路站,2室2厅 | 47.15平米 | 北 | 精装 | 21层  | 板塔结合,玲珑府    -  西兴 ,单价31814元/平米,150万
地铁5号线,滨康路站,4室2厅 | 128平米 | 南 北 | 精装 | 低楼层(共34层)  | 板塔结合,万科金辰之光    -  西兴 ,单价39063元/平米,500万
地铁5号线,滨康路站,1室1厅 | 46.46平米 | 南 | 简装 | 高楼层(共24层)  | 板塔结合,君悦丽景    -  萧山新城区 ,单价40896元/平米,190万
地铁5号线,滨康路站,4室2厅 | 130.2平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,阳光城上府    -  西兴 ,单价49924元/平米,650万
地铁5号线,滨康路站,3室1厅 | 91.32平米 | 南 | 简装 | 低楼层(共18层)  | 板楼,金帝金色钱塘    -  萧山新城区 ,单价34495元/平米,315万
地铁5号线,滨康路站,3室2厅 | 101.01平米 | 南 | 简装 | 中楼层(共6层)  | 平房,人民路23号    -  西兴 ,单价34552元/平米,349万
地铁5号线,滨康路站,3室1厅 | 101.01平米 | 南 | 简装 | 6层  | 平房,人民路25号    -  西兴 ,单价29701元/平米,300万
地铁5号线,滨康路站,3室2厅 | 120.52平米 | 西南 | 简装 | 中楼层(共24层)  | 板楼,金帝金色钱塘    -  萧山新城区 ,单价36924元/平米,445万
地铁5号线,滨康路站,3室2厅 | 89.17平米 | 南 | 简装 | 中楼层(共34层)  | 板楼,阳光城上府    -  西兴 ,单价48223元/平米,430万
地铁5号线,滨康路站,3室1厅 | 44.76平米 | 北 | 精装 | 21层  | 板塔结合,玲珑府    -  西兴 ,单价27927元/平米,125万
地铁5号线,滨康路站,3室1厅 | 47.43平米 | 南 | 精装 | 21层  | 板塔结合,玲珑府    -  西兴 ,单价36897元/平米,175万
地铁5号线,滨康路站,3室2厅 | 131.13平米 | 南 | 精装 | 6层  | 板楼,固陵路    -  西兴 ,单价22879元/平米,300万
地铁5号线,滨康路站,3室2厅 | 118.57平米 | 南 北 | 简装 | 6层  | 板楼,固陵路    -  西兴 ,单价24459元/平米,290万
地铁5号线,滨康路站,4室2厅 | 149.9平米 | 南 西 | 简装 | 低楼层(共18层)  | 塔楼,君悦丽景    -  萧山新城区 ,单价29353元/平米,440万
地铁5号线,滨康路站,2室2厅 | 64.01平米 | 南 | 精装 | 5层  | 板楼,固陵路    -  西兴 ,单价39838元/平米,255万
地铁5号线,滨康路站,4室2厅 | 152.02平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,官河公寓    -  西兴 ,单价30917元/平米,470万
地铁5号线,滨康路站,3室2厅 | 87.64平米 | 南 北 | 简装 | 中楼层(共11层)  | 板塔结合,云厦连园    -  西兴 ,单价47353元/平米,415万
地铁5号线,滨康路站,3室1厅 | 138.99平米 | 南 北 | 精装 | 高楼层(共13层)  | 板塔结合,云厦连园    -  西兴 ,单价43889元/平米,610万
地铁5号线,滨康路站,1室1厅 | 46.48平米 | 南 北 | 毛坯 | 中楼层(共24层)  | 板塔结合,君悦丽景    -  萧山新城区 ,单价35069元/平米,163万
地铁5号线,滨康路站,2室1厅 | 61.45平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,古塘路30号    -  西兴 ,单价37429元/平米,230万
地铁5号线,滨康路站,3室2厅 | 81.54平米 | 南 | 简装 | 6层  | 板楼,人民路10号    -  西兴 ,单价34339元/平米,280万
地铁5号线,滨康路站,5室2厅 | 150平米 | 南 | 简装 | 高楼层(共11层)  | 板楼,水晶湾城市雅苑    -  西兴 ,单价40000元/平米,600万
地铁5号线,滨康路站,2室2厅 | 60.48平米 | 南 | 简装 | 6层  | 板楼,人民路10号    -  西兴 ,单价41171元/平米,249万
地铁5号线,滨康路站,3室2厅 | 89.17平米 | 南 | 简装 | 低楼层(共34层)  | 板楼,阳光城上府    -  西兴 ,单价51587元/平米,460万
地铁5号线,滨康路站,3室2厅 | 114.08平米 | 南 北 | 简装 | 中楼层(共18层)  | 板楼,金帝金色钱塘    -  萧山新城区 ,单价41024元/平米,468万
地铁5号线,滨康路站,3室2厅 | 98.32平米 | 西南 | 精装 | 高楼层(共33层)  | 板楼,金地天逸    -  萧山市区 ,单价55940元/平米,550万
